id,label,PAAC5,PAAC15,PAAC10,PAAC4,PAAC12,PAAC19,PAAC3,PAAC22,PAAC14,PAAC2,PAAC16,PAAC25,PAAC26,PAAC21,PAAC6,PAAC30,PAAC20,PAAC7,PAAC11,PAAC27,PAAC13
Negative_951,0,2.04,2.55,1.02,1.53,0.51,1.53,1.53,5.203,1.02,4.59,3.57,4.693,4.867,4.265,3.57,5.339,3.57,5.61,6.119,4.197,2.04
Positive_1036,1,0.28,1.16,4.16,2.24,3.4,1.4,2.12,5.043,2.8,2.52,3.52,4.897,4.927,4.907,2.999,4.817,3.84,2.12,4.76,4.861,1.28
Negative_984,0,0.484,5.812,0.323,2.744,1.13,0.484,0.807,4.701,1.453,3.552,7.103,4.73,4.772,4.804,4.843,4.693,3.875,1.13,3.713,4.578,0.646
Positive_490,1,0.804,1.554,3.965,2.68,2.626,1.501,1.661,4.847,3.269,2.144,3.215,4.695,4.93,4.562,4.662,4.964,4.662,1.179,4.233,4.794,1.018
Positive_235,1,0.722,1.083,3.069,1.445,3.43,2.708,1.806,5.116,2.167,1.806,4.333,4.587,4.761,4.341,3.069,4.982,4.514,1.264,5.597,4.621,2.888
Negative_507,0,0.671,6.04,1.074,0.94,1.074,0.537,1.208,5.044,1.074,5.638,5.503,5.418,4.58,4.966,1.208,5.603,2.685,1.342,4.295,5.095,0.268
Positive_182,1,0.927,2.02,3.709,2.186,2.186,1.292,1.656,4.958,2.682,2.815,3.742,4.817,4.597,4.72,2.682,4.835,3.775,2.351,7.02,4.584,1.192
Negative_977,0,1.604,3.36,1.451,2.215,1.909,0.84,1.527,4.936,1.909,4.123,3.665,5.143,4.891,5.243,3.665,5.125,3.818,2.444,4.352,5.007,0.763
Positive_602,1,0.251,1.631,3.137,3.137,3.263,1.381,2.886,5.146,2.635,2.133,3.137,4.786,4.875,5.062,2.008,4.872,3.263,2.133,4.643,4.974,1.882
Negative_218,0,1.162,3.02,1.858,3.949,1.626,1.162,0.697,4.725,0.697,3.717,10.454,4.486,4.865,4.827,3.717,4.634,1.858,1.394,6.737,4.17,0.929
Negative_124,0,0.994,4.636,1.104,1.656,1.214,0.552,0.994,4.957,3.312,3.974,4.525,4.287,4.763,4.768,3.201,5.089,4.194,2.759,7.396,4.566,0.773
Negative_483,0,2.258,3.284,2.668,2.258,2.463,2.668,2.052,5.095,2.668,3.079,2.258,5.0,4.985,5.322,3.079,5.05,2.258,1.642,6.158,5.03,1.231
Positive_1219,1,1.076,2.663,3.659,2.663,2.69,1.291,2.314,4.97,3.632,2.394,4.009,4.746,4.654,4.838,3.201,4.854,3.443,1.722,5.569,4.78,1.426
Negative_38,0,0.665,7.051,2.129,1.064,0.931,1.729,1.33,3.946,3.06,1.729,7.051,4.319,4.414,3.912,3.459,4.379,4.656,4.257,4.523,4.07,0.931
Positive_619,1,0.787,1.811,1.89,3.465,2.756,1.732,2.598,4.989,1.732,2.677,3.307,5.042,4.971,4.81,2.756,5.034,2.992,1.575,4.016,5.119,1.417
Negative_1172,0,2.106,2.973,1.363,2.106,2.602,0.867,1.61,4.466,2.354,2.849,4.46,5.02,4.893,4.883,4.336,4.692,2.602,3.097,6.194,5.007,0.991
Negative_533,0,2.372,1.017,2.033,1.355,4.066,0.678,2.372,5.29,3.049,3.049,3.049,5.199,4.588,4.419,3.388,4.575,1.355,2.711,7.454,4.73,0.678
Positive_623,1,0.924,4.158,3.697,2.772,3.234,0.924,1.848,4.422,1.386,2.772,2.772,4.591,4.768,4.163,3.234,5.114,4.621,3.697,3.234,4.111,2.31
Positive_419,1,0.84,2.31,4.201,2.415,1.995,1.89,2.415,4.905,3.676,2.941,3.991,5.071,4.481,4.619,4.411,4.97,3.781,1.68,4.306,4.84,1.365
Negative_343,0,1.385,3.601,1.662,2.77,3.601,1.246,1.662,5.217,1.523,3.324,4.709,5.376,5.023,4.66,3.601,5.136,2.77,2.632,3.878,5.116,0.831
Negative_506,0,1.457,4.37,0.784,2.689,4.593,0.448,1.345,4.841,2.016,4.033,4.37,4.782,5.099,4.713,3.473,5.277,3.025,3.137,4.37,4.57,0.448
Positive_1158,1,0.195,2.726,1.265,2.92,1.85,1.655,1.071,4.94,2.239,3.796,2.92,5.225,5.337,5.249,2.92,5.222,2.823,1.46,8.079,5.14,1.363
Negative_368,0,1.84,3.169,3.578,2.556,3.578,1.227,2.044,5.056,2.198,1.942,3.834,4.907,4.888,4.786,3.016,4.676,3.374,1.789,4.243,4.482,1.278
Positive_738,1,0.722,3.61,3.094,2.682,3.919,1.65,1.857,5.004,3.301,2.269,3.197,4.89,4.843,4.809,3.197,4.848,4.022,1.547,6.085,4.747,1.959
Negative_143,0,1.244,3.053,2.511,2.736,2.556,0.995,2.149,4.575,1.47,2.07,5.53,4.542,4.578,4.438,3.223,4.641,3.528,2.77,7.034,4.424,1.187
Negative_467,0,1.501,2.183,3.957,1.501,1.228,0.682,1.365,4.417,3.275,3.685,3.821,5.024,5.15,4.489,1.638,4.854,5.186,1.365,7.506,4.859,0.819
Positive_1061,1,0.183,2.381,3.479,2.198,4.395,1.831,1.648,5.01,3.113,1.648,3.113,4.925,5.048,4.835,3.113,4.855,2.564,2.198,4.578,4.93,1.282
Negative_1310,0,0.827,3.144,2.813,2.647,1.654,1.324,2.151,5.194,2.647,4.302,2.647,5.233,5.186,4.956,1.985,4.689,1.82,1.489,5.294,5.304,1.324
Positive_1007,1,0.94,1.41,2.507,1.88,2.193,2.193,1.88,5.352,1.88,3.133,2.977,4.721,5.632,5.031,2.507,5.056,3.917,2.037,5.953,5.153,1.567
Negative_726,0,0.956,3.386,1.872,2.231,0.677,1.116,1.116,5.039,2.032,3.625,3.187,4.87,5.085,5.019,2.869,4.623,4.343,2.47,5.1,4.634,1.076
Negative_450,0,3.611,2.562,1.747,2.679,3.611,1.747,3.378,4.715,1.864,2.562,5.475,4.88,4.463,4.379,2.679,4.487,2.912,1.98,5.94,4.782,0.815
Positive_115,1,0.678,2.442,3.119,1.628,3.527,2.306,2.577,5.239,2.17,2.306,3.934,4.834,5.006,4.983,3.391,5.034,3.527,1.628,5.697,4.993,0.542
Negative_100,0,1.114,3.967,2.158,3.549,3.202,0.765,3.132,4.582,1.114,2.575,4.942,4.835,5.038,4.627,3.202,4.468,3.619,2.227,4.176,4.706,1.114
Positive_946,1,0.905,2.49,4.867,1.585,3.169,1.585,2.49,4.81,2.942,2.15,4.414,4.393,4.655,4.181,2.377,4.807,3.848,2.037,6.451,4.434,1.924
Positive_234,1,0.49,3.431,1.471,1.225,2.696,1.716,1.716,4.915,2.206,3.187,3.431,5.047,4.825,4.711,2.451,4.819,3.187,0.735,6.618,5.271,0.981
Negative_367,0,1.105,3.715,0.803,1.606,1.506,0.603,0.301,5.228,2.108,4.418,3.514,5.245,5.233,4.841,3.715,5.111,3.313,3.213,5.522,4.945,0.803
Negative_1001,0,2.35,2.937,1.566,2.154,0.783,0.391,0.196,4.812,1.371,2.545,2.937,4.748,4.474,4.527,2.35,4.711,5.091,3.72,5.874,4.935,0.196
Positive_817,1,0.543,1.846,2.498,2.606,3.041,2.281,1.412,4.732,3.584,3.15,4.452,4.744,4.684,4.807,2.281,5.229,3.801,1.303,5.213,5.052,2.172
Negative_1289,0,3.01,3.386,1.129,1.505,0.752,0.0,0.0,4.827,1.881,5.267,3.762,5.288,5.62,4.783,1.881,5.433,1.881,0.752,8.277,5.511,0.752
Negative_898,0,0.507,4.563,2.028,2.028,4.056,0.507,4.056,5.195,0.507,5.07,4.563,4.697,5.323,4.582,7.604,4.759,2.535,2.028,2.028,5.381,2.028
Negative_428,0,1.165,5.097,1.165,2.913,2.039,1.019,1.165,4.209,2.33,2.767,8.01,4.469,4.477,4.289,4.515,4.624,2.621,1.31,4.66,4.48,1.457
Negative_552,0,0.683,3.187,0.683,1.669,2.428,0.759,0.683,4.884,0.683,4.249,6.069,4.838,5.073,4.779,4.931,5.116,2.048,3.641,5.159,4.741,0.683
Negative_93,0,2.011,3.822,0.905,2.715,1.508,0.704,0.402,5.344,2.213,3.62,4.626,5.026,4.75,4.878,3.52,4.995,2.213,2.213,6.738,4.93,0.603
Negative_1210,0,0.633,3.169,2.852,1.584,1.901,0.317,2.852,4.353,2.218,1.584,4.753,4.619,4.256,4.563,2.535,4.327,4.753,5.07,9.822,4.126,0.951
Negative_1021,0,2.269,1.843,1.843,2.552,2.836,0.992,1.276,4.571,1.843,2.836,4.82,4.704,4.784,4.886,2.127,4.49,4.395,3.119,5.104,4.992,1.418
Positive_711,1,0.987,3.288,2.302,3.749,3.288,1.447,2.17,4.441,1.579,2.302,5.13,4.514,4.487,4.558,4.012,4.604,2.631,3.091,5.459,4.677,1.842
Negative_608,0,4.868,3.098,0.443,1.328,2.213,1.328,3.098,4.326,1.328,2.656,3.098,4.365,4.368,4.265,1.77,4.708,3.098,2.213,9.294,4.675,1.328
Positive_572,1,0.693,1.732,2.945,3.291,4.157,1.213,2.079,5.121,1.213,1.905,2.512,5.139,4.886,4.728,2.771,4.767,4.244,1.039,3.031,4.94,1.213
Positive_170,1,0.319,2.23,2.336,2.23,2.336,1.274,1.805,5.438,1.805,3.079,3.398,4.907,4.97,4.771,4.035,4.882,3.504,3.185,6.264,4.915,0.956
Negative_304,0,1.488,6.697,0.744,3.72,2.232,0.0,1.488,5.33,1.488,4.465,2.976,4.757,5.414,6.087,0.744,5.589,0.744,0.744,6.697,4.682,1.488
Negative_692,0,0.32,7.036,0.96,1.279,2.239,1.919,1.279,4.416,1.119,2.559,3.998,4.619,4.455,3.9,1.919,4.602,2.079,2.718,3.998,4.43,1.919
Positive_244,1,1.782,1.604,5.168,1.069,2.495,2.851,2.673,4.044,3.743,1.782,4.456,4.531,3.976,4.29,1.426,4.56,5.347,0.534,8.555,4.52,2.495
Positive_105,1,0.751,2.899,5.368,0.859,2.255,1.933,1.503,4.704,3.65,2.147,3.758,4.642,4.365,4.545,2.255,4.701,4.831,1.074,6.656,4.588,1.503
Negative_122,0,0.982,1.964,3.6,2.618,0.655,1.964,0.655,4.558,2.945,2.618,4.254,4.106,5.43,4.899,1.636,4.738,3.6,1.309,6.873,5.097,1.309
Positive_427,1,0.306,1.712,2.935,3.241,3.18,1.59,1.896,5.108,1.468,3.118,2.568,5.093,5.093,4.84,4.158,5.332,3.363,1.957,4.28,5.103,1.223
Negative_861,0,1.427,2.943,2.675,1.249,0.981,2.318,0.892,4.301,3.478,2.051,5.262,4.307,4.191,4.363,1.159,4.25,4.994,2.051,8.116,4.638,2.23
Positive_126,1,1.379,3.878,3.275,3.448,3.103,1.551,2.499,4.314,1.982,1.293,4.999,4.311,4.355,4.677,4.309,4.498,3.103,2.844,4.826,4.66,1.121
Negative_583,0,1.396,4.188,1.777,2.792,2.665,1.523,2.665,5.01,2.665,3.046,4.823,4.848,5.018,4.439,3.173,4.733,1.65,2.411,4.061,4.879,2.285
Positive_811,1,1.549,2.112,3.098,1.69,2.675,2.535,1.549,4.511,3.379,3.239,4.647,4.55,4.595,4.663,3.098,5.232,3.379,1.69,4.647,4.479,1.831
Positive_997,1,0.407,4.401,2.527,2.363,2.853,1.385,3.179,4.314,1.141,3.015,5.705,4.721,4.849,4.276,3.26,4.341,3.912,3.667,5.216,4.371,1.549
Positive_64,1,1.342,2.908,1.79,1.119,0.895,1.678,1.342,4.824,3.02,5.146,4.363,4.992,5.209,4.251,1.678,4.669,4.586,1.23,4.474,4.974,0.559
Negative_461,0,1.831,3.204,1.526,2.746,1.526,0.305,0.153,4.482,1.22,3.356,4.119,4.974,5.443,5.211,1.678,4.607,3.661,3.356,5.95,5.156,0.915
Positive_1214,1,1.665,2.165,5.246,1.416,2.748,2.165,2.165,4.812,3.331,1.416,4.08,4.82,4.288,4.509,2.082,4.991,3.747,1.749,5.496,4.646,1.332
Positive_1068,1,1.063,2.277,2.58,3.187,3.187,1.973,1.822,5.275,3.795,2.277,4.857,4.803,4.933,4.748,2.884,4.644,2.884,3.036,3.946,5.042,1.822
Positive_195,1,1.077,2.087,2.961,2.558,4.105,1.75,2.019,5.058,2.558,2.692,2.49,5.211,5.199,5.216,4.778,5.168,2.288,1.952,3.971,5.014,1.144
Negative_930,0,1.865,2.611,1.959,3.358,2.239,1.492,1.959,4.313,1.772,2.705,7.181,4.242,4.657,4.419,6.809,4.659,3.451,1.679,3.824,4.673,0.746
Positive_175,1,1.096,2.767,3.185,2.454,2.167,1.41,2.01,4.965,3.237,2.715,4.124,4.82,4.686,4.752,3.524,4.891,3.106,1.853,5.926,4.813,1.801
Negative_126,0,1.142,6.422,0.999,1.285,0.856,0.428,0.286,5.436,1.57,5.566,3.853,5.215,5.176,5.134,3.853,5.305,2.712,1.57,5.994,5.103,0.571
Negative_570,0,10.339,0.689,0.0,0.0,0.0,9.65,1.379,3.907,2.068,2.068,6.203,5.881,2.962,5.78,0.0,3.599,0.0,0.0,0.0,5.968,0.689
Negative_489,0,1.487,2.76,1.274,2.23,2.336,0.955,0.849,5.119,2.123,3.822,3.291,5.37,5.444,4.972,3.291,5.208,2.867,1.911,4.14,5.117,0.955
Positive_313,1,0.789,2.507,1.764,2.46,1.717,1.578,1.717,5.057,2.088,3.667,2.878,5.057,5.021,5.279,3.435,4.964,3.435,1.717,6.544,4.986,0.975
Negative_528,0,0.512,5.886,0.512,3.071,0.768,0.256,0.512,4.838,0.256,4.862,3.071,5.304,4.512,5.268,0.768,4.98,2.559,1.791,11.515,4.328,0.768
Negative_1170,0,0.623,3.425,1.712,2.18,1.712,1.401,0.779,4.325,2.646,2.646,3.736,4.36,4.617,4.56,1.868,4.502,5.449,1.868,9.185,4.546,1.245
Negative_823,0,0.0,3.439,0.983,0.491,2.948,0.491,1.474,5.305,0.491,5.405,3.439,5.508,5.282,5.409,0.491,5.949,1.965,2.457,5.896,5.305,0.983
Positive_567,1,0.213,3.194,2.661,3.726,2.129,0.852,1.384,5.452,1.49,3.62,2.236,5.102,5.187,5.248,3.088,5.263,4.791,1.384,4.046,5.214,0.639
Negative_255,0,0.744,3.72,5.457,2.728,0.992,2.232,1.736,4.366,2.48,1.488,2.48,4.253,4.538,4.572,2.728,4.065,3.224,1.736,8.184,4.062,2.48
Positive_1188,1,1.338,3.345,0.803,2.543,1.338,2.81,1.472,4.748,2.008,3.747,2.008,5.222,5.169,5.357,3.345,4.998,3.881,2.409,5.487,5.21,0.268
Negative_1257,0,2.489,6.045,1.778,2.845,1.778,0.711,1.423,5.523,2.489,2.134,6.756,4.699,5.226,4.591,1.423,4.201,2.134,2.845,7.112,4.23,1.778
Negative_493,0,0.496,5.958,2.482,0.0,2.482,1.489,1.489,4.226,2.482,3.972,3.475,4.31,4.526,4.584,2.979,6.12,4.468,1.489,3.972,4.826,1.986
Negative_308,0,1.244,2.8,0.933,2.488,1.244,0.933,1.244,4.313,0.933,3.732,3.732,5.026,4.915,4.732,2.488,5.598,2.177,3.732,5.599,5.175,0.622
Positive_444,1,0.674,2.134,3.257,2.471,3.201,1.797,2.19,4.953,2.695,2.414,3.818,5.06,4.945,4.764,2.976,4.586,3.201,1.797,5.222,4.932,1.741
Negative_274,0,0.415,2.903,0.415,0.415,1.659,1.244,1.659,5.214,1.659,6.635,2.488,5.481,5.693,5.594,0.829,5.366,2.074,2.074,4.562,4.972,0.415
Positive_1062,1,1.697,2.545,3.676,2.616,2.969,2.545,2.757,4.683,2.969,1.909,3.676,4.745,4.543,4.669,2.545,4.694,3.323,2.121,6.999,4.588,1.343
Negative_443,0,1.67,5.637,1.775,2.714,2.61,2.505,2.401,4.783,1.983,2.818,4.906,4.719,4.547,4.944,2.714,4.783,2.714,2.61,2.923,4.701,1.044
Positive_1209,1,0.425,2.126,2.693,2.693,4.535,1.275,0.709,5.214,1.417,2.409,3.968,4.877,5.051,4.837,2.835,4.553,4.818,2.835,5.386,4.9,1.134
Positive_340,1,1.39,2.729,2.779,2.581,2.333,1.439,1.786,5.138,1.737,3.077,3.375,4.966,5.032,4.913,3.126,5.032,2.829,2.035,4.715,4.806,1.489
Positive_70,1,1.878,2.167,2.6,1.589,0.433,1.733,1.156,4.569,2.456,4.623,5.489,4.809,5.086,4.545,1.589,4.985,3.178,1.733,7.511,5.029,1.589
Negative_887,0,1.725,4.313,2.189,1.924,1.924,1.194,1.659,4.653,2.455,3.251,3.45,4.773,4.958,4.632,2.455,4.833,3.516,1.725,5.374,4.687,0.995
Positive_753,1,0.167,2.671,1.753,3.005,2.171,1.419,1.92,4.823,1.837,2.838,2.588,5.163,5.048,5.103,4.09,4.873,4.257,2.337,5.092,5.018,0.668
Positive_24,1,0.377,4.142,2.165,2.306,1.036,1.271,1.177,4.801,2.165,3.247,2.824,4.824,4.803,4.778,0.989,4.889,4.801,1.318,5.93,4.897,1.365
Negative_242,0,4.563,0.76,1.521,0.76,3.042,0.76,3.802,4.777,1.521,3.042,4.563,4.305,4.765,5.259,5.323,5.227,3.042,2.281,3.042,5.296,0.76
Negative_1278,0,1.35,1.575,1.463,1.35,1.463,2.137,1.012,4.901,3.488,2.813,3.825,4.707,4.961,4.873,1.688,5.114,4.5,1.575,8.55,4.963,1.463
Positive_366,1,0.99,2.609,2.969,3.509,3.419,1.98,1.62,5.176,1.71,3.419,4.319,4.879,5.11,5.13,2.969,4.504,3.329,1.8,4.769,4.897,1.349
Positive_669,1,0.805,2.414,1.341,2.146,2.95,1.61,1.61,4.876,2.95,2.414,2.95,5.056,5.222,4.795,2.683,5.247,4.828,3.219,4.56,4.685,0.537
Positive_671,1,1.254,0.941,1.882,1.882,3.449,1.568,2.508,5.459,1.882,2.822,4.076,4.649,5.052,4.412,2.508,5.137,3.136,1.882,4.703,5.024,1.568
Negative_993,0,0.8,3.598,2.399,0.4,1.199,0.4,2.399,5.222,2.399,3.598,3.198,4.658,5.095,5.834,6.796,4.273,3.998,1.199,6.397,4.885,1.999
Positive_1157,1,0.9,2.25,1.8,2.25,1.8,2.025,1.35,4.82,3.375,2.025,2.025,4.665,4.856,4.46,1.35,5.042,4.949,1.8,8.099,4.685,0.675
Positive_1018,1,0.716,2.389,2.771,3.201,3.153,3.057,2.532,4.925,2.484,1.911,2.914,5.05,5.192,4.498,3.87,4.963,3.009,1.577,3.535,4.851,1.194
Positive_1217,1,1.427,2.943,2.675,1.249,0.981,2.318,0.892,4.301,3.478,2.051,5.262,4.307,4.191,4.363,1.159,4.25,4.994,2.051,8.116,4.638,2.23
Negative_110,0,1.319,3.581,0.0,0.942,1.131,1.319,0.942,4.651,3.204,2.45,4.335,4.265,4.648,4.601,2.073,4.81,3.393,2.073,9.236,4.315,1.319
Positive_435,1,0.216,2.589,3.021,2.373,4.747,1.942,1.726,4.948,2.158,2.805,2.589,5.288,5.473,5.322,3.884,5.041,1.942,1.295,6.473,5.202,1.726
Positive_663,1,0.217,2.604,3.256,2.604,5.209,2.171,1.519,5.153,2.171,2.604,2.604,5.107,5.391,5.273,4.341,5.04,2.171,1.085,6.511,5.155,1.736
Positive_280,1,0.2,3.342,1.671,3.342,2.34,1.404,1.872,5.162,1.738,2.407,2.407,5.073,5.115,5.169,2.941,5.053,3.409,1.404,4.144,4.588,1.203
Negative_170,0,2.107,2.634,1.647,2.7,2.239,1.251,0.988,4.83,1.58,3.293,4.874,5.0,4.868,4.762,3.754,4.835,3.622,2.7,6.388,4.811,0.461
Positive_809,1,0.0,2.759,2.759,2.916,2.601,2.68,2.68,5.224,1.34,3.074,2.207,4.959,5.254,4.969,2.364,4.949,3.862,1.97,4.335,4.882,1.104
Negative_174,0,0.742,5.289,0.835,2.877,1.578,1.299,1.67,4.612,1.392,2.969,4.825,5.048,5.077,4.715,3.897,4.625,2.227,2.041,5.939,4.994,1.299
Positive_275,1,0.629,2.169,3.078,2.169,3.288,1.399,1.749,5.027,1.679,2.868,3.638,5.09,4.89,4.768,3.918,5.194,3.778,2.239,3.568,4.73,1.819
Positive_452,1,0.81,2.429,3.334,3.144,3.287,2.239,2.096,4.684,1.524,2.096,4.43,4.866,4.785,4.918,4.478,4.744,4.24,1.191,4.954,4.728,1.239
Positive_492,1,1.38,2.688,3.777,2.179,4.649,2.107,2.542,4.806,1.671,1.744,2.906,4.986,4.749,4.927,3.414,4.852,2.906,1.38,5.157,4.994,1.598
Negative_448,0,0.935,2.494,2.806,2.806,3.43,1.559,2.494,4.819,0.624,1.871,4.053,4.662,4.603,4.754,5.3,4.668,4.053,1.559,4.365,4.925,1.871
Positive_432,1,1.144,2.144,3.574,1.859,2.287,2.002,2.002,4.889,2.287,3.574,2.574,5.081,5.131,4.892,3.574,4.819,3.145,2.002,5.147,5.025,1.001
Positive_354,1,1.419,3.286,1.867,4.032,3.36,2.24,1.792,4.756,3.509,1.941,2.165,5.145,5.118,5.125,2.464,5.106,1.941,1.419,3.509,4.859,0.896
Positive_326,1,1.388,2.974,2.676,2.38,3.965,0.892,2.082,5.393,2.577,2.28,2.181,4.944,4.766,4.995,3.866,4.89,3.668,1.785,4.263,4.977,0.694
Negative_381,0,2.062,4.213,2.689,1.793,1.972,1.613,2.33,4.391,2.151,1.972,4.84,4.411,4.475,4.433,1.703,4.203,3.496,2.958,7.619,4.307,0.538
Positive_416,1,0.31,1.76,3.623,3.209,3.416,1.242,3.416,4.985,3.105,2.277,3.209,4.954,4.92,4.964,2.898,4.69,3.002,2.174,5.59,4.804,1.967
Positive_659,1,1.062,2.413,2.703,2.703,2.51,0.965,1.448,5.293,1.834,3.379,2.124,4.993,5.078,5.023,3.282,4.532,4.248,1.448,4.73,5.305,1.641
Positive_631,1,0.833,2.023,2.737,2.499,3.57,1.904,1.666,4.983,2.261,2.261,2.618,5.589,4.886,4.916,2.856,4.926,2.975,1.428,4.76,4.946,2.618
Negative_1012,0,1.94,2.91,1.94,0.97,2.425,2.425,2.425,4.676,0.485,4.85,3.88,4.547,5.048,5.244,0.97,4.552,3.88,2.425,7.76,4.925,1.94
Negative_156,0,1.277,2.873,2.873,0.319,1.916,1.277,1.916,4.851,1.916,2.554,4.47,4.843,4.603,4.716,1.597,4.341,3.193,0.958,8.94,4.832,2.873
Positive_562,1,0.269,1.884,1.48,3.365,1.211,1.884,2.153,4.396,1.615,2.557,4.441,4.661,4.869,4.432,1.346,4.232,4.711,2.557,5.249,4.768,1.211
Negative_152,0,1.351,4.824,0.579,0.965,1.93,0.193,0.965,5.39,1.737,4.246,4.052,4.97,5.473,4.951,2.895,4.748,2.123,1.737,5.21,5.263,1.158
Negative_1174,0,1.678,1.549,1.549,3.356,2.323,2.065,2.452,4.764,1.549,2.711,5.421,5.065,5.068,4.779,2.711,4.927,4.259,1.678,4.517,4.861,0.774
Negative_704,0,0.276,6.343,0.276,1.103,0.276,0.827,0.276,5.831,0.551,6.618,3.309,5.574,5.713,4.837,2.206,5.645,1.654,0.827,7.446,5.67,0.551
Negative_1118,0,0.0,2.916,0.972,3.564,3.078,0.648,2.106,5.567,1.944,4.697,5.507,4.932,4.91,5.109,2.592,5.062,1.134,1.944,2.43,4.978,0.648
Negative_637,0,1.105,2.762,2.368,1.815,2.526,0.553,1.421,5.075,1.973,3.789,4.026,4.787,4.952,5.206,2.999,4.94,3.552,2.605,5.525,5.053,1.342
Positive_552,1,0.242,3.148,6.78,3.875,4.843,1.937,4.359,5.279,1.453,0.726,1.695,4.401,4.975,4.934,2.422,5.329,3.148,1.453,2.906,4.722,1.937
Negative_431,0,1.302,3.162,1.209,2.232,0.93,1.023,0.558,5.016,1.302,3.348,2.883,4.953,5.066,4.912,3.116,5.127,4.092,2.65,6.976,4.975,0.744
Negative_1209,0,0.0,2.18,2.906,3.27,1.816,0.727,0.727,3.891,0.727,1.453,6.54,4.155,4.114,3.811,3.996,4.144,7.267,1.453,4.723,4.667,1.453
Negative_1076,0,3.09,0.0,2.06,1.03,4.12,0.0,5.15,4.633,2.06,2.06,4.12,4.93,4.113,4.673,4.12,5.167,0.0,2.06,6.181,5.416,6.181
Negative_1184,0,0.488,3.578,1.789,1.464,1.789,1.138,1.464,4.879,1.626,4.228,2.765,5.157,5.025,5.169,3.09,4.862,4.228,1.789,4.716,5.332,1.138
Negative_277,0,1.359,4.076,1.087,1.087,1.359,0.815,0.0,4.804,1.631,1.359,4.62,4.419,4.529,4.264,2.989,4.349,2.446,5.435,10.599,4.247,1.631
Negative_401,0,0.862,4.311,2.71,3.08,2.341,1.478,2.094,4.475,2.587,2.217,3.572,5.038,4.898,4.924,1.848,4.932,2.957,2.094,5.051,5.038,2.094
Negative_949,0,0.864,4.492,1.9,2.073,2.591,1.555,1.555,4.787,1.555,3.455,3.109,4.916,5.145,4.896,3.282,5.201,3.109,3.282,5.874,4.825,0.691
Negative_563,0,1.582,3.249,2.749,3.415,4.248,1.332,2.499,4.49,2.082,1.749,4.165,5.099,4.581,4.742,3.415,4.361,2.416,2.999,3.332,4.841,0.666
Positive_3,1,0.69,10.652,0.919,2.529,2.184,0.498,1.073,4.729,1.034,2.721,2.299,4.841,3.405,4.833,2.874,4.807,1.801,1.877,1.839,4.905,0.498
Negative_121,0,0.891,9.803,2.674,0.0,6.238,1.782,4.456,4.048,0.891,0.0,3.565,3.533,4.172,4.43,0.891,4.869,0.891,2.674,8.912,4.13,5.347
Negative_22,0,2.292,8.186,0.655,1.965,1.637,0.327,0.0,4.505,0.982,3.93,4.584,3.99,4.7,4.937,2.292,4.884,2.62,2.947,6.549,4.697,0.655
Negative_1023,0,1.533,2.841,1.759,2.526,1.263,1.172,0.992,4.747,1.443,3.112,3.473,4.902,4.914,4.894,2.435,4.793,4.51,1.398,5.953,5.015,0.947
Negative_986,0,2.336,5.451,0.0,2.336,8.566,0.779,2.336,4.184,0.779,2.336,1.557,4.84,4.642,4.144,3.115,5.06,2.336,2.336,5.451,4.708,1.557
Positive_1099,1,0.269,2.759,3.7,2.96,3.431,1.48,2.086,4.908,1.144,2.893,3.028,5.031,4.895,5.194,3.902,5.076,2.355,1.682,5.853,4.9,1.816
Positive_246,1,0.167,1.505,4.237,3.178,2.397,1.338,2.23,5.083,0.948,3.513,3.234,5.262,4.968,5.164,4.572,5.098,4.015,1.505,4.572,5.137,1.059
Positive_889,1,0.118,1.3,2.835,3.308,5.789,1.536,2.953,5.036,1.3,0.709,3.189,4.918,4.844,4.873,3.544,4.784,4.016,1.654,4.016,4.789,1.89
Negative_1055,0,1.946,3.028,2.596,1.946,2.271,0.649,2.596,4.471,1.946,2.271,3.677,4.488,4.589,4.636,3.785,4.63,5.515,1.73,5.948,4.416,1.406
Positive_807,1,0.0,1.487,4.246,3.61,6.476,2.654,4.034,5.069,0.956,0.849,3.185,4.623,4.912,4.737,3.503,5.023,2.442,2.336,4.353,4.804,1.062
Positive_473,1,0.453,3.022,2.871,2.569,3.022,2.569,3.475,4.592,2.418,0.907,3.627,4.433,4.61,4.884,3.929,4.417,4.08,1.209,6.951,4.581,0.907
Negative_682,0,2.439,3.484,2.206,1.626,1.045,1.277,0.813,4.839,2.206,3.949,4.065,5.167,5.05,4.871,3.6,5.199,2.439,2.555,4.994,5.12,0.581
Positive_1122,1,0.733,2.2,2.934,3.667,2.2,2.2,2.2,4.448,2.934,4.4,2.2,5.383,5.228,4.056,2.2,5.385,2.2,0.733,5.134,4.831,1.467
Positive_205,1,1.099,2.931,2.321,3.053,4.153,2.076,1.466,5.048,2.076,2.565,2.443,5.282,5.139,5.087,3.42,5.102,3.298,2.443,5.13,5.161,1.344
Negative_245,0,3.559,2.391,2.169,2.502,3.67,1.501,2.78,5.02,2.169,2.613,4.616,4.851,4.752,4.859,4.115,4.796,2.391,2.558,3.781,4.879,0.445
Positive_455,1,0.93,2.17,3.534,2.573,3.689,2.573,2.356,4.72,2.201,1.736,4.247,4.822,4.759,4.892,3.379,4.902,4.154,2.046,4.743,4.736,0.806
