id,label,APAAC5,APAAC10,APAAC12,APAAC19,APAAC15,APAAC4,APAAC14,APAAC16,APAAC3,APAAC6,APAAC20,APAAC13,APAAC7,APAAC2,APAAC11,APAAC18,APAAC23,APAAC9,APAAC29,APAAC39,APAAC1,APAAC24,APAAC8,APAAC34,APAAC17,APAAC28,APAAC40,APAAC32
Positive_1074,1,0.702,4.073,5.617,2.387,4.775,3.791,4.213,4.494,2.528,4.073,4.775,1.826,2.247,3.23,8.988,0.702,1.022,0.842,1.974,0.74,2.949,0.458,3.791,1.727,4.494,1.516,0.247,2.115
Negative_953,0,2.679,3.445,3.955,2.552,7.654,4.465,2.169,11.991,2.041,4.975,6.634,1.148,5.358,4.209,8.803,1.021,0.806,2.935,-3.934,0.142,7.654,2.464,7.016,2.18,4.082,-0.995,2.464,-0.095
Negative_21,0,3.014,6.028,0.0,3.014,6.028,0.0,3.014,9.042,6.028,6.028,3.014,3.014,3.014,9.042,24.111,3.014,-4.641,6.028,-5.847,14.527,3.014,-3.315,9.042,1.808,15.069,-8.017,6.811,-3.315
Positive_100,1,0.35,2.802,7.005,2.802,2.102,2.802,1.401,3.853,2.802,5.954,5.604,1.401,3.152,7.706,7.355,0.35,3.175,1.051,-0.685,0.613,6.304,5.592,5.254,6.782,2.102,5.628,2.742,-1.263
Negative_82,0,3.979,4.863,4.2,2.211,7.737,5.527,4.863,11.274,2.653,5.085,7.295,2.653,2.653,5.747,13.927,1.768,-3.296,1.768,-0.957,0.585,6.632,-1.063,7.074,-1.435,4.421,1.914,-1.17,-1.595
Negative_763,0,6.903,1.479,5.424,3.945,4.438,5.424,4.438,8.876,3.452,5.917,4.931,2.465,2.465,4.931,10.355,1.972,2.404,0.987,-4.423,-1.25,5.424,4.519,8.876,2.644,3.452,10.529,0.0,-3.606
Positive_106,1,1.612,4.513,4.835,0.644,3.546,3.868,2.256,7.413,2.901,5.157,9.348,2.901,1.612,5.479,8.058,0.967,0.224,1.289,-1.478,-1.523,9.348,-0.986,8.058,0.269,5.802,0.672,-0.896,-0.582
Negative_347,0,3.332,1.666,0.833,0.833,9.163,3.332,3.332,4.998,1.666,4.998,10.83,2.499,6.248,10.83,11.663,3.332,-7.439,1.666,4.808,-0.455,9.997,-6.326,7.914,1.265,2.083,-1.923,-1.012,-3.543
Positive_97,1,0.93,2.192,5.448,1.993,5.98,2.791,1.926,7.972,2.658,5.98,4.119,1.196,2.192,4.252,6.378,0.863,-2.703,1.595,0.676,-0.788,6.444,0.263,5.847,3.416,4.318,2.215,0.45,2.59
Negative_712,0,2.156,2.156,2.694,3.233,7.543,5.927,4.311,8.621,1.616,9.16,11.315,1.616,5.927,7.543,13.47,2.156,-5.443,2.156,-6.639,3.409,10.776,-4.246,11.854,-2.333,5.389,-3.529,0.658,-0.12
Positive_1123,1,1.703,6.082,8.271,2.189,3.406,5.109,5.109,3.893,3.649,7.055,4.623,1.946,3.893,2.919,6.569,0.486,-1.321,2.432,-3.963,1.013,9.487,-1.145,4.623,-0.396,4.623,1.365,0.925,-0.969
Negative_1179,0,0.538,1.615,1.257,1.077,7.001,2.334,1.077,4.129,1.436,6.283,2.693,2.334,4.129,2.334,7.899,0.359,2.848,0.718,1.294,3.661,10.951,2.441,3.77,-0.481,12.028,0.555,5.695,-0.777
Negative_1233,0,3.731,5.028,4.866,2.919,6.651,4.704,4.542,6.975,3.244,8.11,7.3,2.109,4.704,6.975,11.517,1.46,-3.421,2.758,-3.1,-2.512,6.651,-2.94,6.002,-2.565,6.651,2.512,-0.909,0.534
Positive_1036,1,0.342,5.078,4.151,1.709,1.416,2.734,3.418,4.297,2.588,3.662,4.688,1.562,2.588,3.076,5.811,0.537,0.344,0.927,2.062,2.344,5.713,0.719,4.834,2.031,3.369,2.031,2.188,1.875
Positive_400,1,0.633,3.164,7.596,1.899,3.164,3.797,3.797,3.797,1.899,9.495,9.495,3.797,1.899,7.596,9.495,0.0,-15.875,0.633,-3.342,0.836,20.888,-9.817,5.697,2.872,5.697,2.924,2.141,1.41
Negative_746,0,2.019,3.027,2.691,2.355,6.56,3.197,5.551,7.234,1.85,9.42,9.083,1.178,4.205,5.551,12.448,1.682,-1.91,3.869,-2.838,-3.712,10.093,-3.493,11.439,0.382,5.719,2.566,-1.856,0.546
Negative_727,0,1.434,2.868,1.825,1.955,2.607,0.912,2.868,4.432,1.564,1.434,4.954,1.434,1.694,1.564,3.65,1.825,1.993,0.912,3.274,1.21,4.432,2.278,2.607,2.491,2.477,3.962,0.214,2.681
Negative_827,0,3.402,3.024,5.291,1.134,2.268,2.646,2.646,9.449,4.158,6.047,4.158,3.78,2.646,2.646,8.315,1.134,-5.228,1.512,1.805,1.128,1.89,-2.407,3.402,1.655,5.67,2.219,1.354,-1.429
Negative_720,0,1.152,1.152,1.441,3.17,11.816,2.017,0.865,6.052,0.576,4.611,5.763,1.152,4.035,2.305,7.492,1.152,0.111,1.441,0.812,2.951,8.069,0.0,3.17,0.184,6.34,0.996,1.697,1.402
Negative_377,0,1.344,3.36,4.704,0.672,6.048,7.393,4.704,5.377,0.672,6.048,4.033,2.016,4.704,4.704,6.721,0.0,-4.243,0.672,-10.785,4.6,6.048,-4.084,4.033,1.903,6.048,0.0,4.877,8.247
Positive_144,1,2.167,4.769,8.238,3.251,4.552,5.853,6.287,7.153,4.118,7.587,5.42,1.3,3.035,4.769,9.971,0.433,-2.599,3.469,-3.561,-0.481,4.769,-1.781,4.552,5.005,4.552,3.08,3.946,2.887
Positive_384,1,1.114,5.253,2.387,1.114,3.183,2.547,2.865,4.297,1.433,3.502,4.616,1.91,1.91,3.979,6.685,0.796,4.097,2.228,1.924,-0.062,5.093,2.483,3.502,3.29,3.66,1.459,-0.31,3.476
Negative_366,0,2.434,3.762,3.762,2.877,7.746,5.754,4.869,7.967,2.656,5.532,7.746,1.55,5.754,4.648,12.392,0.442,-3.529,2.434,1.972,0.727,6.86,-2.543,7.746,0.156,6.86,-2.491,-0.83,0.986
Negative_1029,0,3.874,7.747,5.166,0.0,3.874,9.039,0.0,9.039,5.166,6.457,10.33,5.166,6.457,1.291,11.622,0.0,1.41,5.166,-6.052,9.048,9.039,-0.764,9.039,-0.588,9.039,0.235,7.168,-12.75
Negative_894,0,2.555,1.022,3.066,1.277,5.365,1.533,1.788,2.044,2.299,4.343,2.81,0.511,2.299,5.876,4.599,0.766,0.218,1.277,6.558,3.102,4.854,1.85,3.832,2.667,2.299,0.49,5.252,1.497
Negative_994,0,0.415,4.565,0.83,0.0,9.959,2.905,2.49,6.225,2.905,2.075,2.905,1.245,7.885,1.66,12.865,0.0,0.347,2.49,0.607,-1.951,6.64,0.13,9.129,1.344,9.545,0.304,-1.301,1.735
Positive_906,1,1.469,7.273,7.64,2.791,5.215,5.51,4.554,7.419,5.363,7.126,8.962,2.939,3.6,4.187,9.623,1.102,-6.887,2.13,-1.047,0.826,8.448,-4.518,8.154,-0.275,6.685,0.826,0.055,-1.983
Positive_77,1,1.736,3.347,2.356,1.612,3.224,1.116,2.975,5.455,2.728,1.984,3.224,1.984,1.612,2.852,6.571,0.744,3.741,0.372,4.882,1.274,3.099,3.555,2.604,0.557,3.471,2.043,1.141,2.414
Negative_507,0,0.899,1.438,1.438,0.719,8.088,1.258,1.438,7.369,1.617,1.617,3.595,0.359,1.797,7.548,5.751,2.336,3.221,2.876,-0.878,-3.546,5.931,2.245,5.931,2.277,3.055,0.423,-0.195,3.318
Positive_231,1,1.974,6.283,6.642,1.436,5.745,5.386,2.692,5.924,2.333,7.36,6.822,2.333,4.309,5.027,9.155,1.436,-5.094,2.513,0.346,0.742,7.181,-1.731,8.257,-0.297,6.104,2.028,2.671,1.434
Positive_575,1,1.26,4.537,3.025,4.033,4.285,4.788,3.025,5.293,1.008,8.569,7.058,1.512,3.781,9.578,11.594,1.512,-5.164,2.268,2.781,-1.688,8.821,-3.575,8.569,1.043,4.788,-0.05,-3.873,0.993
Negative_159,0,1.376,2.751,3.554,0.917,5.847,3.095,2.98,6.42,1.72,3.898,2.408,1.032,3.668,5.274,7.567,0.344,2.467,1.261,1.161,-0.472,8.025,1.778,7.223,2.903,3.21,-0.508,0.581,2.431
Positive_280,1,0.45,3.749,5.25,3.15,7.499,7.499,3.9,5.4,4.2,6.599,7.649,2.699,3.15,5.4,9.299,3.599,-2.553,1.8,0.832,-1.443,11.548,-2.386,11.849,6.77,6.3,2.164,-2.553,-1.276
Positive_347,1,1.715,0.0,9.43,2.572,6.001,6.001,6.858,4.286,5.144,6.858,15.432,1.715,2.572,2.572,15.432,1.715,-3.214,7.715,0.504,-1.008,12.859,-10.964,11.146,-0.504,6.001,9.641,-4.537,-10.271
Negative_1177,0,1.517,1.517,2.383,0.65,6.717,3.467,0.866,8.883,2.167,3.25,2.817,1.3,1.3,4.983,4.767,0.217,-0.597,2.817,-0.283,-1.759,6.717,1.634,3.467,3.173,3.034,7.917,0.785,-0.126
Positive_271,1,0.586,2.345,2.345,1.675,2.345,0.921,2.847,3.852,1.507,1.34,3.266,1.34,0.921,1.172,4.354,0.502,3.762,0.419,3.702,3.602,3.266,1.961,3.349,2.001,1.675,2.962,2.421,2.542
Negative_444,0,2.93,4.395,6.593,3.663,8.058,2.93,2.198,10.256,5.128,14.653,10.99,2.198,2.198,5.861,14.653,2.198,-15.463,0.733,-4.183,8.428,10.99,-16.223,8.791,3.042,7.326,4.436,5.83,1.584
Negative_574,0,7.881,0.0,0.0,14.01,0.875,0.0,1.751,5.254,0.875,0.0,0.0,0.875,0.0,2.627,3.503,0.0,-1.337,0.0,1.399,6.839,0.0,1.461,23.642,1.523,0.875,1.679,6.279,-1.43
Negative_1228,0,1.519,0.675,4.219,1.519,7.594,1.856,1.35,5.063,1.35,3.544,3.375,1.013,2.7,4.725,6.412,0.675,-2.151,1.35,3.704,2.867,4.219,-0.358,5.569,1.762,1.013,3.973,3.315,2.33
Positive_741,1,1.435,4.625,7.096,3.269,4.704,5.661,4.704,6.06,3.428,5.502,6.139,3.349,3.907,3.508,7.017,0.877,-3.045,1.754,-0.295,-0.196,11.402,-2.358,8.771,3.487,5.024,0.982,-0.786,-0.982
Positive_427,1,0.552,5.3,5.742,2.871,3.092,5.852,2.65,4.637,3.423,7.508,6.073,2.209,3.533,5.631,7.728,0.662,-1.065,2.319,-0.577,-3.773,7.397,0.976,6.735,1.332,4.858,4.439,-0.222,0.133
Negative_711,0,3.656,8.306,6.645,1.329,6.977,6.977,2.99,7.974,2.99,6.977,7.642,2.326,4.985,3.323,8.639,0.997,-3.137,2.658,-1.489,0.213,6.645,-0.532,9.968,0.904,4.319,-4.891,3.456,-5.688
Negative_1204,0,1.532,1.915,1.532,1.66,2.745,1.213,2.043,3.575,0.957,2.873,3.894,0.957,2.745,3.639,8.043,1.022,2.39,0.957,4.239,1.362,3.958,2.004,3.575,2.903,2.553,3.032,0.411,0.668
Negative_897,0,1.784,1.784,0.823,1.235,10.839,3.704,2.332,6.86,1.509,4.253,4.116,1.097,2.469,6.449,13.583,1.372,3.813,2.744,4.127,1.525,8.781,3.275,9.603,-0.538,4.39,-0.045,0.269,0.763
Negative_554,0,2.631,3.141,5.093,1.019,10.355,2.206,0.933,7.384,2.037,3.141,6.79,2.97,7.299,6.874,6.705,1.783,0.601,3.649,-1.903,-0.25,11.288,-0.501,5.772,0.1,9.082,0.401,0.751,0.701
Negative_30,0,4.041,1.348,2.694,0.673,10.103,1.348,4.715,13.471,0.0,2.021,6.735,0.673,2.021,11.45,12.797,3.367,-1.746,4.715,2.291,7.911,10.777,1.037,12.797,-0.164,3.367,2.782,-1.255,0.273
Positive_583,1,1.389,6.154,6.948,4.368,3.176,5.757,6.154,5.162,6.948,4.963,6.154,1.787,1.986,1.192,9.33,0.794,1.034,2.382,0.45,2.563,2.183,-0.854,6.353,-0.135,6.75,0.45,0.36,-1.799
Positive_922,1,1.651,5.262,3.612,3.302,4.953,5.572,4.333,6.913,4.024,5.262,5.675,3.199,3.509,4.437,8.049,1.651,-1.632,1.857,3.044,0.573,4.953,-2.691,5.675,1.103,4.333,0.441,0.221,1.941
Negative_434,0,2.316,2.747,3.824,1.616,3.554,3.824,1.454,4.631,2.208,4.847,3.554,1.67,2.424,5.008,6.462,1.131,-0.469,1.562,2.128,0.469,2.585,2.222,3.662,2.597,3.501,2.879,2.691,3.285
Positive_503,1,1.422,3.376,4.442,2.932,3.376,4.087,4.176,5.42,2.932,4.353,4.265,2.043,2.488,3.909,9.062,0.977,-1.23,1.155,-0.037,0.075,4.976,-0.932,4.265,1.118,4.886,3.168,0.373,0.149
Negative_912,0,0.0,0.0,2.957,0.591,0.296,0.591,0.0,2.662,0.887,0.0,0.296,0.591,0.0,3.253,0.887,0.0,2.692,0.887,3.936,3.749,0.296,2.521,1.774,3.595,0.296,4.969,4.27,2.668
Positive_1081,1,0.752,3.008,1.73,2.256,1.88,1.654,3.534,2.557,1.805,1.504,3.91,0.977,1.278,1.428,5.865,1.428,3.711,0.977,2.482,3.572,3.609,1.624,3.76,1.693,2.481,1.276,1.253,2.575
Positive_1093,1,2.447,4.661,6.758,3.612,3.728,6.524,5.243,5.243,3.961,8.971,7.224,3.612,3.961,4.544,10.253,1.165,-3.731,2.33,-2.537,0.05,6.292,-3.085,4.311,3.383,4.661,-0.199,0.796,0.0
Negative_39,0,0.0,7.219,1.444,4.332,2.888,1.444,0.0,11.552,2.888,2.888,1.444,4.332,1.444,1.444,11.552,1.444,-0.819,2.888,2.417,0.936,8.664,-0.273,5.775,1.092,4.332,-2.651,0.195,2.69
Negative_708,0,1.225,1.47,2.449,2.449,4.164,3.429,0.98,6.859,1.47,5.634,2.205,0.98,3.429,3.429,5.144,0.98,0.655,0.49,0.327,0.298,4.899,2.768,5.389,-0.357,2.449,1.488,0.119,1.756
Negative_101,0,1.018,0.0,1.018,0.0,4.072,1.018,1.018,2.036,2.036,0.509,2.036,1.527,2.036,5.09,6.617,1.018,6.741,1.018,5.624,2.548,1.018,3.547,5.599,2.018,0.509,3.41,0.549,1.293
Negative_794,0,4.267,5.252,6.564,3.283,5.907,4.923,3.938,5.907,4.595,7.549,4.595,3.283,6.564,7.878,12.801,2.297,-5.882,1.969,7.31,-3.941,10.832,-2.399,5.58,1.428,6.236,2.056,-1.77,-4.569
Positive_296,1,1.371,4.968,7.024,4.112,5.996,5.996,4.797,7.88,3.255,5.31,7.538,3.426,5.482,5.31,11.306,1.199,-4.182,3.598,-0.697,-0.751,8.223,-5.308,5.139,1.18,5.31,3.968,1.126,0.965
Negative_695,0,0.785,0.196,0.589,0.589,5.887,2.944,0.196,1.962,0.196,7.653,1.178,0.196,1.373,2.944,3.924,0.589,1.388,0.393,-3.408,2.184,4.317,8.061,3.336,1.878,1.57,9.51,8.102,7.347
Positive_471,1,1.418,3.191,4.964,1.064,3.9,2.837,3.9,6.736,3.9,5.672,2.837,2.127,4.964,3.191,9.927,0.355,-3.533,0.709,-3.57,3.006,6.382,-2.781,2.482,1.654,4.609,5.073,4.622,1.428
Negative_1259,0,1.12,0.84,1.12,0.0,7.842,2.241,0.56,3.081,0.0,2.52,3.361,0.28,1.4,4.201,6.442,0.56,3.813,0.56,3.968,-0.928,7.002,1.546,5.321,2.937,3.081,1.804,1.958,0.412
Positive_871,1,0.0,5.426,0.452,3.166,5.879,5.879,1.356,4.974,0.904,5.426,5.879,2.262,1.356,8.14,8.14,0.904,-6.453,2.262,6.795,1.624,13.115,-5.043,4.974,-0.769,4.974,7.65,0.556,-5.256
Negative_630,0,5.456,7.555,5.876,1.889,4.827,4.617,2.728,11.122,4.197,6.295,7.764,1.679,4.407,4.407,18.886,1.049,-5.144,3.987,0.179,-3.409,6.086,-3.05,7.135,1.435,9.653,-2.811,-4.306,-1.017
Positive_971,1,0.582,4.946,6.109,3.782,5.237,7.273,4.946,6.691,2.909,6.982,6.691,2.036,4.073,7.855,11.054,1.164,-0.0,0.873,-2.959,1.233,7.273,1.134,3.782,2.12,4.364,3.156,-0.394,0.099
Positive_1,1,2.209,5.248,2.624,1.381,2.901,2.071,3.729,6.491,2.901,2.348,4.695,1.243,1.243,2.762,5.662,1.243,1.909,0.967,2.895,3.665,5.386,1.971,2.486,1.54,4.005,2.71,1.971,2.926
Negative_602,0,2.933,4.237,7.497,2.933,5.541,4.564,2.933,7.497,0.978,5.867,6.845,0.978,2.608,8.475,11.734,1.629,5.403,2.282,0.424,-4.29,12.06,2.807,8.801,-1.377,5.541,1.695,-2.595,-0.794
Positive_924,1,0.986,2.412,4.44,1.863,4.44,3.782,2.631,6.741,2.302,5.81,4.001,1.59,3.563,4.878,6.412,0.658,1.01,1.315,1.289,0.244,4.659,1.881,4.166,2.995,3.014,3.797,1.742,0.836
Negative_156,0,1.484,3.34,2.226,1.484,3.34,0.371,2.226,5.195,2.226,1.856,3.711,3.34,1.113,2.969,10.391,1.484,-1.035,2.969,2.665,7.369,5.195,-1.286,5.195,-1.003,2.598,4.233,2.948,1.442
Positive_610,1,1.328,2.39,4.515,2.656,2.921,3.984,3.718,6.905,2.39,2.656,4.78,0.797,3.187,2.656,7.436,2.125,3.17,2.125,3.879,2.091,3.187,1.855,3.187,0.573,4.515,0.202,0.438,2.664
Negative_1166,0,3.277,2.341,2.809,0.468,5.149,1.405,2.341,2.341,2.809,5.618,2.809,0.468,2.341,1.405,7.022,0.468,0.108,0.0,1.238,-0.7,5.618,-1.507,3.745,4.226,1.405,3.257,1.965,5.276
Negative_736,0,1.296,5.701,3.11,3.11,5.701,3.888,3.629,3.888,3.888,5.96,4.924,1.296,3.888,5.701,9.848,2.592,-5.486,3.369,1.754,-0.315,4.406,-4.227,8.034,6.295,5.701,4.946,-0.989,-0.944
Positive_943,1,2.826,5.684,6.796,3.048,3.112,4.954,3.906,7.43,4.35,7.398,5.684,2.508,4.89,4.827,12.352,1.206,-5.289,2.286,-0.534,-2.426,4.985,-3.785,3.779,2.329,5.017,3.979,-1.456,-1.407
Negative_318,0,2.916,3.644,5.103,0.729,5.103,4.373,2.187,8.018,4.373,2.187,5.103,3.644,3.644,7.289,8.747,2.916,-0.934,4.373,-5.514,-2.446,3.644,5.024,7.289,3.246,3.644,-1.956,0.667,3.024
Positive_532,1,0.316,2.592,4.931,1.517,1.454,4.109,1.96,3.35,1.77,6.701,3.287,1.201,1.454,2.402,4.362,0.569,-2.411,0.632,0.558,-0.558,2.781,2.005,2.149,4.619,3.224,7.462,4.213,3.883
Negative_962,0,0.795,0.994,0.994,1.391,3.18,1.59,1.391,3.578,0.795,3.18,2.981,0.199,2.584,5.168,7.553,0.397,4.949,0.994,3.811,1.237,5.963,2.994,4.174,2.722,1.59,2.376,2.475,2.623
Positive_244,1,1.257,3.644,1.759,2.01,1.131,0.754,2.639,3.142,1.885,1.005,3.77,1.759,0.377,1.257,6.032,0.628,5.375,0.754,2.977,1.938,2.262,3.037,1.382,1.858,2.513,2.358,1.479,3.117
Negative_739,0,1.536,4.352,4.609,0.769,3.841,3.328,2.304,6.657,1.536,4.097,6.401,2.56,3.073,3.073,10.242,0.0,-2.909,2.048,3.605,5.694,9.73,-2.54,6.914,1.27,4.865,-0.901,1.393,-2.171
Negative_147,0,0.78,1.82,0.78,2.34,3.381,1.95,2.21,5.591,1.17,3.77,3.51,1.04,2.47,3.12,6.371,0.78,4.942,1.04,0.75,2.846,3.12,4.01,3.64,2.561,2.861,2.665,2.51,4.373
Positive_443,1,1.958,2.936,3.1,1.794,4.568,3.915,3.1,4.731,2.284,7.015,6.852,1.631,4.079,6.526,10.605,0.652,-1.765,0.979,-1.677,3.972,10.768,-0.971,6.526,1.368,4.242,2.162,3.222,-2.427
Positive_1027,1,1.638,2.394,3.654,2.898,4.409,3.024,1.89,5.669,3.15,4.535,3.15,3.402,3.15,4.409,9.197,0.63,0.75,2.771,-0.937,0.975,5.921,0.075,5.921,0.75,3.15,1.312,2.361,-0.3
Negative_1181,0,1.597,2.958,2.78,1.479,4.555,3.609,1.952,6.685,2.367,4.614,3.727,1.301,2.485,3.845,7.099,0.888,0.439,1.834,-0.067,0.135,5.975,1.316,4.2,2.734,3.55,2.565,1.012,2.194
Negative_928,0,1.386,1.802,2.772,3.049,6.93,4.019,2.495,7.068,1.663,4.297,6.237,1.109,3.327,7.207,10.256,0.97,-5.345,2.356,-2.802,-0.474,8.593,-2.931,7.622,3.966,3.049,2.802,-0.086,0.69
Negative_999,0,1.391,9.74,8.349,1.391,9.74,4.174,6.957,11.132,4.174,5.566,9.74,1.391,1.391,5.566,8.349,0.0,1.833,1.391,-5.855,7.924,11.132,4.199,6.957,-4.967,9.74,0.887,4.317,6.032
Positive_20,1,1.97,2.424,2.273,1.667,2.424,2.273,2.273,5.152,1.061,1.667,4.243,1.667,0.909,2.424,8.638,1.212,3.273,1.667,1.664,2.073,4.849,2.537,3.182,0.927,2.576,2.564,0.764,1.5
Negative_569,0,9.661,0.0,0.0,19.321,1.207,0.0,1.207,3.622,1.207,0.0,1.207,1.207,0.0,4.83,3.622,1.207,1.295,1.207,-2.355,0.863,0.0,-1.491,28.982,1.374,0.0,4.827,-0.314,0.628
Positive_596,1,0.208,0.208,2.502,3.336,9.173,3.961,2.919,1.668,1.46,7.297,4.795,0.834,1.46,10.216,12.718,3.127,-1.708,2.502,-3.371,1.182,10.842,-0.219,6.88,2.014,1.46,3.24,2.452,-0.088
Negative_886,0,4.0,5.001,5.001,4.0,8.751,4.0,3.5,10.0,6.0,8.0,7.25,1.75,5.75,5.5,10.501,2.75,-5.604,3.25,-2.102,-0.934,5.001,-6.713,8.0,-1.051,8.751,0.175,-0.934,2.569
Positive_447,1,1.793,4.979,6.572,5.179,4.979,5.378,3.983,5.975,4.183,8.166,5.576,2.589,4.382,5.975,9.958,1.991,-3.636,2.39,-0.107,-3.209,6.174,-1.337,9.56,0.428,7.17,-0.695,0.642,0.642
Positive_502,1,1.145,1.337,2.673,1.337,4.582,1.909,1.528,3.437,1.337,2.482,2.482,0.764,0.955,7.828,3.437,0.382,6.819,0.764,-0.302,4.784,5.346,4.014,8.974,0.357,2.291,2.035,4.014,3.217
Positive_658,1,1.114,2.387,4.616,3.819,3.342,5.252,3.023,4.616,2.387,7.48,5.888,1.751,3.023,5.729,9.23,1.751,-4.811,2.069,-2.341,1.022,7.161,-1.618,5.57,0.511,4.933,-0.596,-0.468,2.895
Positive_125,1,1.564,6.601,4.864,3.822,4.69,5.038,3.995,5.038,3.648,5.559,6.775,2.084,3.648,5.906,7.991,0.694,-3.961,1.911,0.831,2.592,10.597,-4.548,9.901,-2.298,3.474,-2.005,2.934,2.347
Negative_443,0,2.818,2.995,4.404,4.227,9.512,4.579,3.347,8.279,4.051,4.579,4.579,1.761,4.404,4.756,4.932,1.409,-0.624,2.114,0.802,0.178,6.341,-0.178,4.579,0.713,5.46,1.738,0.223,2.273
Positive_550,1,0.211,2.314,2.314,1.894,3.998,7.784,4.839,2.314,2.104,5.891,3.998,1.683,2.314,7.364,8.206,1.262,-2.857,2.104,-0.122,-1.224,9.888,1.592,7.784,2.694,3.367,3.02,3.265,1.265
Negative_1112,0,1.694,2.823,4.658,2.118,7.623,3.812,3.67,9.599,4.8,4.376,4.093,1.129,5.223,3.106,6.352,0.565,-1.826,2.118,0.568,2.841,4.658,1.015,4.093,2.719,4.658,-0.325,3.653,1.705
Positive_230,1,0.368,3.311,8.829,2.943,6.253,6.99,4.414,6.622,3.679,4.782,6.253,0.736,4.047,2.575,9.565,2.575,0.861,4.414,2.391,-1.339,4.782,1.243,8.094,6.074,4.414,-0.383,-1.243,0.574
Positive_1137,1,2.384,5.72,10.964,4.289,7.627,4.289,6.196,8.103,4.766,11.441,4.766,3.337,2.86,4.289,12.87,2.384,-2.125,0.953,-3.676,-1.206,6.196,-6.088,7.15,1.206,4.289,1.493,-2.355,1.149
Negative_396,0,1.92,3.36,3.36,1.92,2.88,1.44,2.88,4.32,1.92,4.8,2.88,0.48,0.96,4.8,5.28,0.48,5.466,2.4,3.88,-7.675,2.88,5.891,5.76,-2.011,1.92,4.446,-2.521,4.05
Positive_919,1,2.853,4.281,5.708,4.851,6.564,6.278,4.566,9.131,3.139,10.559,9.131,2.569,4.281,9.988,14.553,3.709,-5.019,5.422,-3.411,-0.386,9.703,-4.311,7.705,-7.915,3.709,-0.772,2.059,3.539
Negative_1068,0,0.0,3.089,2.059,5.148,7.207,5.148,1.029,2.059,4.118,2.059,7.207,0.0,4.118,0.0,8.237,0.0,3.01,1.029,3.924,0.724,10.296,-1.181,6.178,0.114,7.207,-2.476,-2.629,3.657
Negative_319,0,0.0,1.577,2.365,2.365,7.885,1.577,3.942,7.097,3.154,5.52,7.097,3.154,0.788,6.308,7.885,1.577,7.177,6.308,0.258,4.598,4.731,1.805,8.674,1.461,3.942,-1.461,2.578,-5.071
Positive_406,1,0.556,3.954,2.471,1.236,3.151,1.977,2.904,3.707,1.421,2.966,4.263,1.112,1.298,2.224,6.178,0.494,2.064,1.73,3.097,1.989,2.719,0.378,3.522,1.284,2.471,2.996,1.234,1.133
Positive_1069,1,1.189,6.936,6.738,2.378,3.766,6.144,2.973,5.549,3.567,6.936,8.521,1.783,3.567,4.36,9.314,0.595,2.323,1.981,-3.924,0.103,10.702,1.394,9.711,0.62,6.54,1.859,1.084,1.91
Positive_311,1,1.507,3.467,4.07,2.563,3.316,5.276,3.015,3.015,3.467,6.632,6.181,3.165,3.316,5.728,7.235,1.055,-0.318,3.165,-0.318,-1.815,9.195,0.136,9.948,1.452,5.426,-1.86,1.18,2.813
Negative_1249,0,3.66,4.881,7.932,1.831,7.932,7.932,3.66,6.711,1.831,6.711,12.811,3.66,4.27,4.27,15.252,3.05,-1.307,3.05,-6.658,1.556,12.811,-5.6,6.711,0.809,5.491,-12.508,1.493,-0.622
Negative_524,0,6.344,4.531,2.719,0.906,16.312,1.813,1.813,4.531,4.531,1.813,6.344,0.906,4.531,8.157,6.344,1.813,0.41,4.531,6.042,-4.864,8.157,5.12,9.969,1.69,6.344,0.358,-5.991,-5.479
Positive_920,1,0.0,5.196,5.683,1.462,2.111,5.196,1.462,3.248,1.462,7.47,3.41,1.462,1.949,4.222,6.658,0.325,-4.053,1.137,-0.665,1.362,4.709,-1.013,3.248,4.592,2.923,5.826,3.673,1.552
Negative_921,0,1.28,1.645,1.645,1.097,1.828,2.011,4.388,4.205,1.28,2.925,3.291,1.462,2.742,2.194,3.839,1.28,4.177,0.914,1.243,1.343,4.753,3.158,4.388,3.978,2.559,2.461,0.199,4.575
Negative_620,0,2.294,3.753,4.274,3.649,8.131,4.691,2.814,7.297,4.691,4.899,8.548,1.251,5.213,6.463,9.174,1.147,2.091,1.877,0.548,2.837,6.463,1.344,6.567,0.0,6.358,-1.394,2.787,1.493
Negative_564,0,28.814,1.048,2.096,0.262,12.049,1.834,0.0,22.527,0.0,1.31,9.692,0.262,9.431,1.571,2.62,0.262,-2.416,0.0,0.683,2.784,5.239,-3.099,2.357,-2.784,3.667,1.523,1.786,-0.578
Negative_395,0,2.868,1.53,2.103,1.53,4.206,3.059,3.441,5.735,1.338,2.868,4.397,1.338,2.485,5.544,10.132,0.956,-2.576,1.72,2.844,2.509,6.118,-1.305,3.633,-0.033,1.912,5.152,0.87,1.138
Negative_622,0,1.727,2.592,2.16,2.375,3.888,5.616,2.808,6.912,3.888,4.32,7.56,1.944,3.456,5.831,11.016,2.16,-8.389,2.592,-2.929,-1.021,7.127,-5.903,6.264,5.681,4.535,6.835,1.82,0.71
Negative_600,0,3.35,1.954,1.675,1.675,6.141,5.304,1.954,8.095,4.187,4.187,5.025,0.838,3.908,4.187,12.283,2.233,3.917,1.954,2.937,0.979,8.095,4.002,5.583,-1.447,2.513,-0.255,1.66,1.916
