id,label,C,P,I,K,D,Y,F,S,N,E,V,Q,R,L
Positive_500,1,1.351,8.784,5.236,9.291,11.318,2.534,3.378,4.054,3.378,11.824,5.236,2.027,3.378,6.419
Negative_993,0,1.6,7.2,4.8,2.4,0.8,0.8,4.8,6.4,4.8,13.6,8.0,2.4,7.2,12.8
Negative_464,0,3.261,4.348,6.522,7.609,3.261,1.087,2.174,6.522,1.087,10.87,3.261,7.609,5.435,13.043
Positive_1205,1,2.654,6.793,4.993,3.149,5.173,2.339,4.813,8.232,3.419,5.533,5.893,2.879,6.118,11.426
Positive_19,1,3.261,6.739,4.13,5.217,2.174,3.478,3.478,7.609,3.261,5.435,5.652,2.826,6.957,11.739
Negative_246,0,0.577,14.47,1.902,3.159,4.925,1.223,1.325,5.639,0.917,6.352,6.827,3.567,7.371,7.201
Positive_727,1,2.055,2.74,6.849,8.562,6.849,3.425,5.137,8.219,4.452,7.534,4.11,4.452,2.397,10.616
Negative_581,0,1.364,9.773,3.864,2.727,4.773,4.545,4.318,5.227,3.636,4.773,6.591,3.864,4.545,12.727
Positive_1080,1,1.532,5.252,7.221,5.47,5.033,3.939,6.565,7.221,5.47,4.814,4.376,3.501,6.127,9.409
Negative_141,0,1.875,5.0,3.125,1.25,8.125,1.25,3.125,8.125,1.25,9.375,4.375,2.5,5.625,21.875
Negative_249,0,2.622,8.24,1.124,7.116,5.618,2.247,3.371,8.614,2.622,9.363,2.996,2.996,8.24,7.865
Positive_233,1,2.02,3.788,6.818,7.449,4.924,4.924,3.03,6.187,5.808,7.197,5.429,3.914,4.419,9.343
Negative_97,0,3.082,6.482,3.719,5.42,5.42,3.401,4.463,7.758,2.763,6.695,4.357,3.826,5.632,11.796
Positive_284,1,0.643,2.572,8.36,8.039,7.395,2.894,5.145,4.18,3.215,7.074,7.074,2.572,3.537,4.502
Positive_286,1,1.316,4.887,6.767,3.571,2.82,1.504,4.135,7.143,3.759,5.075,9.211,2.256,3.383,12.97
Positive_999,1,1.362,3.307,7.004,6.42,6.226,3.307,3.113,7.004,1.751,4.864,8.171,4.475,4.086,8.755
Negative_1116,0,0.383,4.981,5.364,1.149,1.149,4.215,8.812,8.046,2.299,2.682,4.981,3.448,1.916,13.027
Positive_1154,1,2.309,3.464,6.697,3.695,6.005,2.54,5.774,6.236,3.233,7.621,6.928,3.464,7.39,8.545
Positive_1057,1,2.632,3.125,8.059,10.033,6.743,6.25,5.592,4.112,10.526,6.414,5.757,3.125,3.125,8.224
Negative_501,0,3.238,12.381,2.476,4.19,5.905,2.095,4.952,6.857,3.81,5.333,4.952,3.429,6.286,6.476
Negative_445,0,1.996,9.581,2.794,7.585,4.99,1.996,3.992,5.788,2.794,5.389,4.391,3.593,8.583,10.379
Negative_584,0,6.494,6.494,6.494,3.896,3.896,0.0,2.597,10.39,0.0,3.896,5.195,2.597,14.286,12.987
Positive_533,1,1.508,5.025,7.035,6.03,7.538,4.523,4.02,2.513,4.523,6.03,4.523,4.523,5.025,11.558
Negative_1073,0,1.882,8.501,2.336,5.711,5.191,0.844,2.401,11.616,2.985,7.528,5.191,5.191,5.451,8.825
Positive_297,1,0.216,5.388,5.711,6.358,5.496,3.448,2.586,4.203,3.448,8.621,6.142,4.203,4.849,11.422
Negative_389,0,2.25,6.75,4.25,3.75,5.25,2.0,3.5,7.5,2.75,5.25,8.0,3.25,6.5,9.25
Positive_127,1,1.835,4.128,6.881,7.339,9.633,5.046,4.128,5.046,3.67,4.128,9.174,1.376,5.505,9.633
Negative_1256,0,2.459,8.197,1.639,4.098,3.279,0.0,7.377,9.836,2.459,5.738,8.197,9.016,2.459,10.656
Positive_870,1,1.562,5.469,6.25,8.984,6.641,4.688,3.906,5.664,2.93,7.617,5.469,4.102,5.078,8.398
Positive_249,1,2.632,6.579,3.947,3.947,4.825,1.316,4.825,11.842,4.386,7.895,3.947,1.754,8.772,10.088
Negative_221,0,4.918,13.115,2.459,4.918,1.639,4.098,5.738,10.656,4.098,2.459,4.918,3.279,10.656,10.656
Positive_356,1,2.455,4.241,4.241,3.795,6.027,4.464,4.241,7.143,4.018,8.036,7.812,3.795,5.804,8.259
Negative_910,0,4.688,7.031,3.906,0.0,0.781,0.781,1.562,13.281,2.344,8.594,5.469,7.031,5.469,10.156
Positive_246,1,0.341,3.068,8.636,4.886,6.477,2.727,1.932,6.591,4.545,9.318,8.182,3.068,7.159,9.318
Positive_323,1,0.147,3.829,6.775,8.689,5.302,5.449,3.093,7.806,7.511,5.596,6.186,3.976,3.093,8.1
Negative_1032,0,0.275,15.934,1.923,3.297,3.022,1.374,3.297,4.67,3.297,6.044,7.967,5.769,10.989,1.374
Negative_944,0,1.714,5.753,4.162,3.06,6.487,3.305,3.06,8.323,4.406,5.386,8.935,3.672,6.732,7.344
Positive_681,1,3.314,6.052,5.476,6.916,6.052,3.602,4.035,7.493,2.882,6.772,7.493,4.755,3.026,10.519
Negative_466,0,3.707,7.6,3.522,2.41,2.873,2.039,3.522,8.99,2.224,3.614,6.024,5.375,4.171,15.199
Negative_497,0,3.194,6.85,6.655,4.65,4.703,2.91,2.076,7.808,5.43,5.519,8.11,4.099,4.419,7.631
Negative_87,0,2.01,9.045,3.015,8.543,2.01,2.01,1.508,5.528,1.005,5.528,5.528,5.528,11.055,11.558
Negative_23,0,0.0,15.152,3.03,0.0,3.03,0.0,3.03,9.091,6.061,12.121,6.061,0.0,0.0,12.121
Positive_468,1,1.739,3.478,6.087,4.783,4.783,3.478,4.783,7.391,4.348,5.217,8.696,1.739,5.217,13.478
Positive_733,1,2.12,1.413,3.887,9.541,4.947,4.24,5.3,7.774,6.714,3.887,4.594,2.12,1.413,9.187
Negative_457,0,0.0,6.667,10.0,4.0,4.0,3.333,2.0,14.667,1.333,8.0,8.667,2.0,4.0,6.667
Negative_703,0,4.203,5.362,8.261,5.507,3.623,1.449,5.507,7.246,3.913,3.478,7.971,3.478,3.043,12.029
Negative_361,0,2.316,5.895,4.842,4.211,3.368,1.474,4.0,6.947,4.211,6.947,7.158,4.211,5.895,11.368
Negative_496,0,1.025,9.631,1.844,4.713,3.893,1.23,3.689,13.525,2.049,4.508,3.689,6.557,4.508,7.787
Negative_1242,0,5.556,6.349,2.91,6.349,5.82,3.439,1.852,5.556,5.026,10.582,3.439,3.704,7.937,8.201
Negative_440,0,3.636,5.455,4.242,3.03,8.485,1.212,2.424,5.455,4.242,9.091,7.879,4.848,4.848,13.333
Negative_653,0,0.299,8.683,5.689,4.491,5.389,2.096,3.593,14.072,8.683,5.389,4.192,1.497,2.395,11.078
Positive_477,1,2.426,3.774,10.243,4.313,3.774,4.582,7.547,9.973,3.235,4.043,7.547,3.235,4.852,9.164
Positive_811,1,2.941,4.011,5.882,5.08,3.209,4.813,6.417,8.824,2.941,5.882,6.417,3.209,6.15,8.824
Negative_1311,0,3.077,5.641,5.641,6.154,2.564,3.077,3.077,9.744,3.077,7.692,10.256,3.077,5.641,7.692
Negative_1239,0,4.186,7.442,2.791,6.047,8.837,1.395,2.791,6.977,5.116,8.372,3.721,4.186,7.442,9.767
Positive_987,1,0.423,3.808,5.219,8.886,5.642,2.68,3.385,9.732,4.09,8.181,5.219,4.09,6.065,7.898
Negative_589,0,4.918,8.197,4.918,4.918,3.279,1.639,4.918,0.0,0.0,4.918,4.918,6.557,6.557,14.754
Negative_484,0,1.25,12.083,2.778,6.667,4.306,0.417,2.222,13.75,2.917,6.111,5.0,3.194,6.389,8.889
Positive_3,1,1.23,18.989,1.639,3.893,4.508,0.888,1.844,4.098,1.913,5.123,3.21,3.347,4.85,3.279
Negative_1,0,2.632,5.789,5.263,2.105,4.211,0.526,15.263,11.579,2.105,3.684,4.737,2.105,4.737,14.737
Positive_97,1,1.239,7.965,2.92,7.257,3.717,2.655,2.566,10.619,3.54,7.965,5.487,2.92,5.664,8.496
Positive_892,1,0.323,5.161,2.903,4.194,2.903,2.258,2.581,7.742,5.806,3.226,8.065,3.871,8.065,12.903
Positive_345,1,1.342,2.349,6.711,7.383,5.369,4.027,6.376,4.698,2.013,2.349,8.725,4.362,6.04,6.711
Negative_936,0,5.172,0.0,6.034,4.31,4.31,4.31,3.448,5.172,7.759,7.759,11.207,2.586,2.586,4.31
Positive_36,1,3.139,7.324,2.84,3.438,3.587,4.634,5.232,10.164,5.83,5.531,5.232,4.335,5.83,9.268
Positive_651,1,1.594,5.578,3.187,2.39,6.375,3.386,2.789,5.179,2.988,6.972,6.773,5.578,7.769,10.757
Positive_15,1,3.002,12.195,3.189,4.69,5.253,1.501,2.814,8.068,1.876,5.441,5.253,3.752,7.129,8.63
Positive_648,1,1.377,5.785,4.683,6.612,5.785,4.408,2.755,4.683,3.581,8.264,6.887,4.132,4.683,9.917
Negative_1305,0,0.766,6.13,6.513,6.897,2.682,0.766,1.149,13.793,5.364,4.981,8.429,3.831,1.149,9.195
Negative_495,0,0.613,6.135,4.908,4.294,4.908,1.84,1.84,2.454,1.227,3.681,9.202,7.975,6.135,11.043
Positive_556,1,0.769,4.615,5.897,5.641,5.128,3.846,5.641,6.923,4.103,8.462,6.667,2.051,3.59,8.205
Positive_1132,1,0.922,5.069,4.147,7.373,8.295,3.226,7.834,5.069,5.991,6.452,6.452,5.069,5.53,6.452
Positive_785,1,0.528,12.269,2.639,8.443,5.673,0.792,1.187,10.422,1.715,7.784,5.409,4.354,3.958,5.673
Positive_1058,1,2.709,6.095,7.675,5.192,3.612,3.837,4.289,7.449,5.192,3.386,8.126,2.032,6.546,9.932
Positive_370,1,3.878,5.306,4.694,7.143,5.918,2.041,2.449,8.367,2.245,8.367,5.51,5.918,6.327,9.592
Negative_190,0,2.308,16.923,2.308,1.538,1.538,0.0,1.538,10.769,0.0,3.077,3.077,3.077,16.923,7.692
Negative_314,0,5.0,7.5,6.25,2.5,0.625,3.75,3.75,15.0,2.5,4.375,2.5,5.625,4.375,6.25
Negative_159,0,1.896,8.057,3.791,4.897,4.265,1.264,4.107,8.847,2.37,5.371,3.318,5.055,7.267,10.427
Negative_259,0,2.694,9.826,3.17,4.596,3.011,2.694,1.585,7.29,1.743,8.241,3.645,5.864,6.656,13.629
Negative_568,0,8.929,1.786,1.786,0.0,0.0,32.143,1.786,5.357,3.571,0.0,0.0,0.0,3.571,1.786
Positive_484,1,0.816,5.22,5.71,6.688,4.731,2.121,3.263,7.015,3.426,6.852,8.32,3.589,6.362,8.483
Negative_580,0,2.683,4.651,4.651,2.862,2.862,2.862,6.44,7.513,3.578,3.578,5.725,4.114,3.936,14.848
Positive_757,1,0.826,7.231,5.165,2.893,5.579,2.893,3.719,5.165,2.893,4.545,2.893,8.884,6.405,10.95
Positive_288,1,2.557,3.499,6.729,6.595,5.249,2.692,5.114,8.21,4.441,5.653,6.595,4.711,3.769,9.421
Negative_44,0,2.455,5.277,5.842,3.117,3.903,2.381,4.173,9.18,4.762,5.106,8.567,4.492,4.566,10.039
Negative_119,0,1.429,7.857,5.714,8.571,5.0,2.143,3.571,7.857,0.714,7.857,6.429,5.0,1.429,8.571
Positive_542,1,1.376,5.505,5.505,8.257,6.881,5.505,6.422,5.963,4.128,7.339,2.294,4.128,5.046,12.385
Negative_183,0,1.891,7.092,2.837,2.837,3.783,2.6,3.31,4.965,3.31,5.437,7.801,4.965,7.092,12.293
Negative_1288,0,4.977,5.43,4.525,11.765,4.525,2.262,4.525,12.217,4.072,4.977,3.167,3.62,5.43,5.882
Negative_58,0,0.0,22.222,0.0,0.0,22.222,0.0,0.0,11.111,0.0,0.0,22.222,11.111,0.0,11.111
Positive_129,1,1.312,5.249,3.675,5.512,8.136,2.362,4.462,5.774,4.199,6.824,6.562,3.412,5.512,11.024
Negative_1077,0,2.901,6.655,5.461,3.242,4.266,2.56,4.437,9.386,3.242,7.338,8.362,3.584,5.119,9.898
Positive_157,1,2.679,2.381,4.762,4.167,3.869,3.869,8.631,8.036,2.381,6.25,9.821,4.167,4.167,12.5
Negative_974,0,3.774,4.245,2.358,5.189,3.302,3.774,5.189,6.604,2.358,5.66,9.906,6.132,3.302,8.491
Negative_733,0,2.247,11.236,1.124,1.124,4.494,5.618,7.865,3.371,1.124,5.618,4.494,6.742,1.124,11.236
Negative_395,0,4.286,6.286,2.286,3.143,4.571,2.286,5.143,8.571,2.0,4.286,6.571,3.714,8.286,15.143
Negative_655,0,5.584,6.599,2.538,4.061,2.538,1.523,4.061,12.69,6.091,2.538,11.168,2.538,2.538,6.599
Negative_698,0,3.385,13.846,1.231,2.154,4.615,1.231,1.846,6.769,0.615,5.846,3.077,5.231,7.692,12.923
Negative_797,0,5.952,3.571,2.381,17.262,2.976,1.19,3.571,3.571,1.786,7.143,2.976,8.929,4.167,5.357
Negative_537,0,0.585,11.696,4.678,6.433,4.094,0.0,0.585,8.772,1.754,11.696,2.924,6.433,7.018,6.433
Positive_1118,1,1.618,5.707,4.77,4.089,5.281,3.152,3.322,6.048,3.918,6.474,6.644,4.77,5.281,9.966
Positive_106,1,1.799,3.957,5.036,5.396,4.317,0.719,2.518,8.273,3.237,5.755,10.432,1.799,6.115,8.993
Positive_972,1,1.319,4.222,5.541,4.749,3.958,3.166,5.013,7.916,2.111,6.069,8.179,3.958,5.805,12.401
Negative_955,0,2.5,5.0,3.75,2.5,1.667,4.583,7.917,7.5,0.833,2.083,9.167,1.667,3.333,15.0
Positive_281,1,1.614,3.228,7.36,5.1,4.261,2.97,4.777,7.101,4.842,5.423,6.327,3.486,4.454,13.234
Negative_889,0,4.31,5.172,0.862,5.172,3.448,0.862,4.31,7.759,4.31,8.621,1.724,6.897,6.034,14.655
Positive_443,1,2.218,5.176,3.327,3.512,4.436,2.033,3.512,5.36,2.588,7.948,7.763,4.621,7.394,12.015
Positive_1152,1,0.718,5.981,4.785,3.828,3.11,3.349,5.024,5.502,3.349,6.22,6.938,5.263,4.545,12.919
Positive_1221,1,2.083,3.472,7.986,9.028,6.944,2.778,2.778,4.514,3.125,5.903,8.333,6.25,4.167,5.208
Positive_1199,1,2.444,3.778,4.889,4.222,5.333,2.222,4.444,6.444,4.667,6.444,3.556,5.778,6.222,13.111
Positive_839,1,0.243,6.691,6.083,4.136,5.353,4.015,3.65,6.448,3.893,6.326,5.839,4.866,6.691,8.273
Negative_1144,0,0.73,4.38,5.839,10.219,1.46,2.92,1.46,9.489,6.569,1.46,8.029,2.92,14.599,5.109
Negative_316,0,3.2,7.2,0.8,1.6,3.2,0.0,6.4,8.8,1.6,6.4,8.0,7.2,11.2,13.6
Negative_322,0,1.846,8.0,1.846,4.308,4.308,4.308,3.077,7.692,1.538,4.615,6.154,2.154,7.077,11.385
Positive_1111,1,0.98,5.294,5.882,5.882,5.294,2.549,5.686,5.49,4.51,7.451,6.667,6.863,5.686,6.667
Positive_171,1,0.912,4.787,5.547,4.939,6.459,2.888,2.736,4.103,2.888,8.359,8.283,3.951,8.435,9.119
Positive_846,1,0.897,10.164,2.392,3.288,6.129,3.886,5.082,3.737,2.99,5.68,6.129,4.036,8.371,8.67
Positive_826,1,0.0,2.545,9.281,13.623,7.485,5.539,2.395,6.437,8.533,6.138,5.389,3.443,1.946,6.886
Positive_881,1,2.297,3.982,5.207,3.828,4.747,3.369,6.126,9.035,3.063,9.954,6.126,3.982,6.279,8.116
Negative_1034,0,2.559,6.693,5.512,5.315,5.512,1.772,3.543,8.858,4.921,5.512,7.677,5.709,5.118,8.858
Positive_517,1,2.361,4.861,6.806,8.194,3.472,4.028,3.889,6.806,5.139,7.083,6.111,2.778,3.75,9.861
Negative_100,0,2.111,7.52,4.09,6.069,6.728,1.451,2.111,9.367,5.937,6.069,6.86,4.222,4.881,7.916
Negative_459,0,6.962,6.329,6.329,2.532,2.532,3.165,3.797,6.329,7.595,6.329,6.962,1.266,5.696,11.392
Positive_489,1,2.052,6.479,4.968,5.4,5.4,3.78,4.32,7.667,5.508,6.156,6.695,5.94,6.048,8.099
Positive_859,1,0.154,3.086,7.253,6.327,6.79,3.549,3.549,4.784,4.012,8.488,7.407,3.858,5.247,7.253
Positive_518,1,0.306,4.128,6.422,9.327,7.187,1.988,3.517,4.281,4.281,9.786,7.798,3.67,4.281,7.951
Negative_774,0,1.059,7.839,4.237,4.025,6.144,1.271,2.119,8.051,6.356,6.78,5.297,9.11,2.754,9.534
Positive_256,1,3.309,3.885,8.921,3.885,4.173,3.309,5.18,8.489,6.187,4.317,6.187,3.165,4.173,12.662
Negative_739,0,1.875,4.688,5.312,5.625,4.062,0.938,2.812,8.125,1.875,5.0,7.812,3.75,3.75,12.5
Negative_685,0,1.092,7.424,5.459,2.838,3.275,0.873,2.62,6.987,2.402,5.022,6.769,17.686,4.367,6.114
Positive_1207,1,1.97,5.419,4.187,6.158,5.419,3.695,4.433,6.404,3.448,7.389,6.158,6.404,5.911,12.562
Negative_1140,0,29.412,5.882,0.0,11.765,4.412,0.0,0.0,10.294,0.0,11.765,1.471,1.471,0.0,0.0
Negative_740,0,0.948,8.847,3.16,6.003,2.37,0.474,1.106,10.427,2.686,6.477,6.319,6.793,6.951,9.163
Positive_413,1,2.105,4.561,3.86,6.667,6.316,2.105,2.456,6.316,2.807,8.07,9.474,3.158,4.561,11.228
Positive_1056,1,0.145,5.499,8.104,6.078,5.789,3.184,3.184,3.184,1.881,9.551,9.262,3.473,6.078,7.091
Negative_1025,0,6.364,11.818,2.727,4.091,3.636,2.273,0.455,3.636,2.273,6.818,3.636,5.455,9.545,10.455
Positive_398,1,1.965,3.34,5.894,8.448,6.483,3.34,3.143,4.519,1.768,9.43,7.859,4.715,6.483,12.574
Positive_1103,1,0.887,4.878,5.543,6.874,5.1,4.435,5.765,6.874,6.208,3.769,7.982,2.439,4.213,8.647
Positive_332,1,1.843,4.424,5.806,3.502,4.332,3.687,4.24,6.728,3.226,5.806,7.834,2.581,5.346,12.074
Negative_972,0,3.421,6.157,3.991,4.447,5.701,1.14,2.623,9.464,1.71,4.333,6.727,3.877,5.473,14.139
Positive_117,1,1.344,5.108,5.108,6.452,3.495,4.839,3.763,7.796,5.108,6.989,7.796,3.226,4.57,11.828
Negative_417,0,5.145,4.251,4.027,9.62,4.698,2.908,2.461,11.186,5.145,6.264,4.474,4.251,6.264,10.515
Negative_760,0,2.282,7.383,4.027,2.953,4.832,2.55,4.161,6.309,5.503,4.698,5.772,4.564,8.859,11.678
Negative_577,0,5.802,5.461,2.304,2.56,5.205,2.048,2.56,6.826,2.816,6.314,5.205,8.532,8.959,8.959
Positive_560,1,0.915,4.268,8.232,6.707,4.878,4.268,2.439,4.878,2.744,8.841,5.793,5.488,6.098,8.537
Positive_955,1,2.703,5.405,6.081,5.743,8.446,2.872,4.899,5.912,2.534,7.264,5.068,4.223,6.757,9.459
Positive_209,1,2.152,6.623,5.629,5.629,4.305,4.47,6.291,5.795,4.801,5.96,5.795,5.132,4.47,9.437
Negative_1120,0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0
Positive_1153,1,2.508,6.187,5.853,4.515,4.348,3.344,4.013,10.535,2.341,8.528,7.023,4.682,4.515,10.702
Positive_225,1,0.847,3.955,4.52,7.345,4.802,3.107,4.237,6.215,4.52,5.65,4.237,4.802,4.237,13.842
Negative_732,0,4.192,5.689,2.695,3.593,3.293,1.796,4.491,11.078,6.587,6.587,5.389,4.491,4.491,15.569
Negative_1083,0,4.624,10.405,4.046,1.156,1.156,0.578,5.202,15.029,0.578,4.046,5.78,4.046,5.202,10.405
Positive_643,1,1.542,6.578,4.728,5.55,5.755,2.775,5.139,7.914,3.597,6.68,8.428,3.494,4.83,7.811
Negative_405,0,2.353,5.294,4.706,8.824,9.412,1.176,4.706,6.471,2.941,3.529,6.471,4.118,8.824,11.765
Positive_212,1,0.857,5.714,7.429,6.286,4.571,1.143,0.857,5.143,5.143,6.0,10.571,2.571,5.429,9.429
Positive_1214,1,3.115,4.05,9.813,5.14,2.648,4.05,6.231,7.632,4.05,3.894,7.009,3.271,2.648,10.28
Positive_446,1,1.119,3.579,5.928,5.817,4.251,4.586,5.481,7.494,5.034,6.152,7.494,4.027,5.593,7.718
Positive_871,1,0.0,6.878,6.349,0.529,6.878,3.704,1.587,5.82,1.058,6.349,6.878,1.587,9.524,9.524
Negative_68,0,1.613,17.742,0.0,0.806,3.226,3.226,1.613,13.71,0.0,4.032,7.258,5.645,2.419,7.258
Negative_276,0,3.472,7.639,4.167,4.167,2.778,1.389,3.472,8.333,2.778,9.028,4.167,6.25,4.167,13.194
Negative_1131,0,7.639,4.861,4.861,6.944,2.083,1.389,4.167,8.333,6.25,4.167,4.167,4.861,4.167,12.5
Positive_334,1,2.19,4.745,5.839,6.204,5.109,1.46,1.825,10.219,4.38,7.664,6.934,6.204,4.38,12.044
Negative_286,0,1.562,7.812,5.208,6.25,2.083,2.083,4.167,8.333,0.0,2.083,8.333,3.646,6.25,12.5
Negative_1113,0,2.227,14.104,2.757,3.393,4.03,3.181,2.015,11.983,2.651,5.196,5.832,4.03,4.984,8.696
Positive_426,1,0.266,5.718,5.452,5.585,6.516,2.527,1.995,5.851,3.723,7.314,6.117,3.989,7.447,11.436
Negative_752,0,5.779,6.192,2.993,4.85,4.954,3.715,2.683,7.74,3.818,5.47,5.882,3.406,6.192,7.018
Positive_184,1,2.385,4.134,6.518,3.816,3.657,2.703,5.723,6.995,3.816,4.134,8.903,2.226,2.862,12.878
Negative_908,0,1.734,3.468,5.78,2.89,4.046,4.624,3.468,10.983,2.89,5.202,8.092,4.046,4.624,9.827
Negative_16,0,11.765,7.843,5.882,0.0,0.0,0.0,0.0,7.843,0.0,3.922,9.804,3.922,5.882,17.647
Positive_1034,1,1.768,6.287,5.501,4.519,5.108,3.733,4.322,5.894,4.715,8.644,4.912,4.519,5.697,9.627
Positive_946,1,1.663,4.574,8.94,5.821,2.911,2.911,5.405,8.108,4.574,4.366,7.069,3.742,3.95,11.85
Negative_729,0,4.58,9.16,2.29,2.29,0.763,0.763,0.0,7.634,2.29,1.527,2.29,4.58,8.397,17.557
Positive_764,1,0.0,5.514,3.509,2.757,7.519,6.266,5.764,3.008,3.258,6.015,6.015,4.511,7.769,8.271
Positive_783,1,1.624,4.991,4.991,6.795,5.412,3.428,3.608,6.494,3.668,7.396,8.719,5.412,4.931,9.561
Positive_7,1,2.326,4.651,6.977,5.814,2.326,6.977,1.163,3.488,1.163,6.977,6.977,5.814,3.488,19.767
Positive_131,1,1.376,4.539,4.264,4.952,5.915,4.402,5.365,4.677,4.402,6.465,6.19,4.127,6.465,11.554
Negative_328,0,10.256,5.128,3.846,6.41,2.564,1.282,11.538,5.128,3.846,6.41,2.564,5.128,7.692,11.538
Negative_1016,0,4.455,5.941,1.98,1.98,6.436,0.99,3.96,5.941,3.96,4.95,4.455,2.97,5.941,10.396
Positive_21,1,3.307,6.031,5.253,5.058,3.307,2.14,5.447,6.031,2.724,6.226,7.198,4.086,5.058,9.144
Positive_1169,1,2.998,4.283,4.711,8.351,5.996,3.854,5.139,6.852,4.925,7.281,4.497,3.426,5.782,11.135
Negative_1200,0,2.516,11.792,2.201,2.83,3.145,1.572,1.887,7.233,2.201,6.289,7.39,4.088,4.403,13.208
Positive_810,1,2.061,6.715,4.056,3.856,4.521,2.327,4.322,7.912,2.66,9.375,6.782,4.721,4.721,11.702
Negative_294,0,4.918,14.754,1.23,2.459,3.279,0.82,1.639,12.295,1.639,3.689,3.279,3.689,4.918,10.246
Positive_305,1,1.055,5.541,3.298,7.124,6.86,2.507,3.166,6.069,3.562,11.741,6.992,4.749,5.013,8.179
Positive_1151,1,1.867,3.527,4.564,2.905,5.187,3.112,4.979,9.959,4.772,5.602,4.772,5.187,7.676,12.863
Negative_214,0,0.495,12.871,2.97,2.97,5.446,0.495,2.97,6.931,2.97,4.95,4.95,4.95,10.396,8.416
Negative_887,0,3.304,8.259,4.193,3.685,3.685,2.287,4.701,6.607,3.177,4.701,6.734,3.304,6.226,10.292
Positive_975,1,3.943,4.659,4.659,6.093,6.093,2.867,7.168,7.527,2.151,4.659,5.376,3.943,4.301,10.753
Negative_1059,0,2.439,5.793,4.268,5.183,6.402,4.268,4.268,8.232,5.488,4.878,7.317,4.573,5.183,6.707
Positive_854,1,1.766,3.532,5.74,5.74,3.753,3.532,5.077,10.375,5.96,5.96,6.181,5.519,2.87,9.272
Positive_1134,1,0.704,4.93,0.0,7.746,5.634,2.113,4.93,7.746,2.817,2.817,9.155,0.704,2.113,12.676
Positive_886,1,0.0,3.632,6.538,7.022,5.811,4.116,3.39,6.78,4.6,7.022,7.748,3.632,2.421,7.99
Negative_524,0,6.195,15.929,4.425,2.655,1.77,0.885,1.77,4.425,4.425,1.77,6.195,4.425,7.965,6.195
Negative_1029,0,3.297,3.297,6.593,4.396,7.692,0.0,0.0,7.692,4.396,5.495,8.791,5.495,1.099,9.89
Negative_43,0,3.39,5.085,10.169,3.39,1.695,5.085,1.695,5.085,1.695,6.78,5.085,8.475,5.085,10.169
Negative_1001,0,4.412,5.515,2.941,1.471,4.044,0.735,2.574,5.515,0.368,4.412,9.559,6.985,4.779,11.029
Negative_602,0,2.769,5.231,4.0,7.077,4.308,2.769,2.769,7.077,0.923,5.538,6.462,2.462,8.0,11.077
Negative_271,0,1.333,11.0,2.667,5.833,5.667,1.333,1.167,10.667,3.0,5.667,4.333,6.667,7.667,9.833
Positive_153,1,1.802,4.505,4.054,3.378,5.856,3.604,5.18,5.856,4.73,8.108,7.432,4.73,4.955,7.207
Positive_554,1,1.22,1.829,6.707,7.927,6.098,3.659,3.049,3.659,7.317,4.878,5.488,3.049,7.927,9.756
Negative_994,0,0.478,11.483,5.263,0.957,3.349,0.0,2.871,7.177,3.349,2.392,3.349,9.091,1.914,14.833
Negative_1306,0,3.015,6.03,7.035,6.03,2.513,3.015,5.528,9.045,6.533,4.523,4.523,5.025,1.508,13.065
Negative_1134,0,2.415,7.729,2.415,5.797,1.932,1.449,2.415,5.797,2.415,6.28,7.246,3.865,3.382,11.594
Positive_338,1,1.326,7.386,3.03,4.167,5.492,3.22,5.114,7.386,0.568,8.144,6.061,4.356,7.576,9.659
Negative_768,0,1.974,9.211,3.289,6.579,5.921,1.316,4.605,8.553,1.316,7.895,4.605,3.289,10.526,7.895
Positive_843,1,1.124,5.993,4.12,6.367,5.993,4.12,4.12,7.116,4.12,4.494,4.869,3.371,4.494,10.112
Negative_1264,0,3.867,3.315,7.182,2.762,2.762,5.525,4.42,8.287,1.657,3.867,8.84,1.657,3.315,15.47
Negative_658,0,4.755,9.84,2.204,1.701,2.586,1.631,2.274,11.02,2.274,3.384,5.345,2.916,3.367,5.745
Negative_105,0,1.84,5.215,3.681,3.067,4.294,3.681,1.84,8.282,2.761,5.521,5.521,6.748,4.601,14.724
Positive_969,1,2.807,3.86,6.842,5.965,2.807,3.333,6.842,5.789,5.263,5.614,7.368,3.158,4.561,10.0
Positive_924,1,1.416,6.373,3.462,6.373,5.429,2.675,3.777,9.677,3.304,8.34,5.744,5.114,7.002,9.205
Negative_277,0,2.415,7.246,1.932,2.415,1.932,1.449,2.899,8.213,0.0,5.314,4.348,9.662,2.415,18.841
Positive_237,1,2.07,4.555,4.555,6.211,4.762,3.934,3.52,6.211,4.141,6.211,6.211,3.52,4.969,10.559
Negative_1222,0,1.887,6.792,1.132,1.698,3.396,1.321,2.075,5.849,1.698,6.038,6.038,6.792,8.113,17.17
Positive_222,1,1.333,4.444,7.333,5.333,5.333,3.556,3.333,3.556,5.111,6.667,8.889,2.0,4.0,6.0
Positive_663,1,0.45,5.405,6.757,10.811,5.405,4.505,4.505,5.405,3.153,9.009,4.505,2.252,5.405,13.514
Positive_163,1,1.679,5.516,4.556,4.077,6.235,2.638,3.357,5.276,3.118,6.954,6.235,2.398,10.072,11.031
