id,label,_NormalizedVDWVC1,_PolarityC2,_NormalizedVDWVT23,_HydrophobicityC2,_NormalizedVDWVC3,_ChargeC3,_ChargeD2001,_SolventAccessibilityD3001,_HydrophobicityD3001,_PolarityD1001,_HydrophobicityT13,_SecondaryStrD1001,_SecondaryStrC2,_PolarizabilityC3,_SolventAccessibilityC3,_PolarizabilityT13,_PolarizabilityD3001,_NormalizedVDWVC2,_PolarityT13,_NormalizedVDWVD3001,_PolarizabilityC2,_PolarityD3001,_ChargeT23,_SecondaryStrD2001,_ChargeC2,_SolventAccessibilityC2,_SecondaryStrT12,_PolarizabilityD2001,_SolventAccessibilityT12,_SolventAccessibilityD2001,_ChargeT13,_SecondaryStrC3,_SolventAccessibilityD1001,_NormalizedVDWVD1001,_HydrophobicityC1,_NormalizedVDWVD2001,_PolarityC1,_SecondaryStrT13,_SecondaryStrT23,_PolarityC3,_HydrophobicityD2001,_HydrophobicityD1001,_PolarizabilityC1,_ChargeD1075,_HydrophobicityC3,_SolventAccessibilityT13,_ChargeD3001,_SecondaryStrD3001,_PolarityD2001,_PolarityT23,_ChargeD1050,_SecondaryStrD1075,_SolventAccessibilityC1,_PolarizabilityD1001,_ChargeT12,_SecondaryStrC1,_ChargeD1025,_ChargeD3100,_PolarityD1025,_ChargeC1,_SecondaryStrD2075,_PolarityT12,_ChargeD3075,_PolarizabilityT23,_SecondaryStrD2025,_NormalizedVDWVD3050,_ChargeD3050,_SecondaryStrD3050,_ChargeD3025,_NormalizedVDWVD3025,_HydrophobicityT12,_PolarityD1050,_SolventAccessibilityD2075,_PolarizabilityD3075,_PolarizabilityD1050,_SolventAccessibilityD1025,_SolventAccessibilityT23,_SolventAccessibilityD1075,_PolarityD2050,_PolarityD1075,_PolarizabilityT12,_ChargeD1001,_PolarizabilityD3050,_HydrophobicityD3025,_SecondaryStrD2050,_ChargeD2075,_SecondaryStrD3025,_PolarizabilityD3025,_SecondaryStrD3075,_SolventAccessibilityD3025,_PolarizabilityD2075,_NormalizedVDWVD1075,_NormalizedVDWVD2050,_SecondaryStrD1050,_PolarityD3075,_PolarityD2025,_PolarizabilityD2050,_HydrophobicityT23,_NormalizedVDWVD3075,_HydrophobicityD3075,_PolarizabilityD2025,_HydrophobicityD3050
Positive_252,1,0.371,0.304,0.176,0.368,0.234,0.122,0.193,0.193,0.193,0.193,0.198,0.193,0.306,0.234,0.25,0.122,0.193,0.395,0.233,0.193,0.472,0.387,0.19,1.547,0.766,0.304,0.25,0.387,0.267,0.387,0.027,0.277,0.58,1.354,0.304,0.387,0.366,0.221,0.178,0.331,1.354,0.387,0.294,76.209,0.329,0.219,0.387,1.354,1.354,0.19,55.899,76.209,0.447,1.354,0.167,0.418,26.499,99.807,26.112,0.112,74.468,0.24,75.435,0.211,24.371,53.965,48.162,46.615,23.985,26.499,0.217,51.838,76.209,74.275,45.261,22.824,0.147,74.662,46.035,74.662,0.297,1.741,53.965,24.178,51.838,73.888,23.791,26.499,73.888,26.692,76.983,71.567,49.903,49.71,76.596,22.824,50.87,0.252,74.275,74.855,24.371,51.451
Negative_676,0,0.491,0.415,0.142,0.447,0.204,0.113,0.364,0.364,0.364,0.364,0.186,0.364,0.273,0.204,0.305,0.157,0.364,0.305,0.215,0.364,0.411,1.455,0.204,1.091,0.778,0.295,0.186,1.455,0.277,1.455,0.015,0.389,0.727,0.727,0.295,1.455,0.28,0.277,0.197,0.305,0.727,1.455,0.385,56.0,0.258,0.245,1.455,3.273,0.727,0.252,37.091,62.909,0.4,0.727,0.197,0.338,16.727,92.364,21.091,0.109,71.636,0.208,52.364,0.172,21.091,40.0,40.727,63.273,15.273,17.455,0.281,42.545,61.091,56.0,52.727,25.455,0.19,70.909,63.273,68.0,0.318,5.091,40.0,23.273,40.0,77.818,32.364,17.455,80.727,28.0,77.091,80.364,48.364,45.818,61.818,29.455,54.182,0.215,56.0,71.636,26.545,44.727
Negative_244,0,0.438,0.373,0.147,0.393,0.204,0.094,0.156,0.156,0.156,0.156,0.208,0.156,0.223,0.204,0.222,0.138,0.156,0.357,0.223,0.156,0.451,0.936,0.142,0.78,0.777,0.301,0.22,0.312,0.314,0.936,0.014,0.268,0.312,0.468,0.301,0.312,0.312,0.267,0.114,0.315,0.468,0.936,0.345,68.331,0.306,0.241,0.936,0.468,0.468,0.227,37.441,73.947,0.477,0.468,0.211,0.509,17.941,99.532,30.889,0.129,75.507,0.23,79.095,0.189,34.945,50.546,53.51,48.206,22.777,21.217,0.23,54.134,73.947,75.195,45.554,25.897,0.123,75.507,41.342,78.003,0.303,2.808,50.546,30.889,53.666,75.195,23.713,21.217,76.443,24.181,74.103,72.387,53.042,48.362,74.259,21.997,51.326,0.242,75.195,77.067,26.053,54.134
Positive_131,1,0.345,0.272,0.218,0.354,0.285,0.124,0.138,0.138,0.138,0.138,0.208,0.138,0.281,0.285,0.238,0.147,0.138,0.37,0.263,0.138,0.429,0.275,0.19,1.651,0.762,0.323,0.237,0.413,0.291,0.275,0.022,0.267,0.55,0.413,0.323,0.55,0.367,0.236,0.152,0.36,0.413,0.275,0.286,70.426,0.323,0.186,2.338,0.413,0.413,0.205,42.641,71.114,0.439,1.1,0.182,0.453,16.231,99.862,25.722,0.114,77.579,0.204,73.177,0.248,29.986,51.857,47.18,52.545,23.384,25.722,0.244,50.619,73.04,76.754,50.344,21.733,0.161,72.077,50.344,75.241,0.271,0.275,51.857,25.034,55.433,75.378,24.484,25.722,74.966,34.663,74.691,75.791,46.355,45.667,73.315,22.283,48.006,0.22,76.754,72.902,26.272,48.006
Positive_704,1,0.345,0.285,0.197,0.333,0.26,0.107,0.053,0.053,0.053,0.053,0.204,0.053,0.317,0.26,0.238,0.143,0.053,0.395,0.231,0.053,0.464,0.107,0.157,1.068,0.793,0.284,0.26,0.107,0.264,0.107,0.014,0.249,0.534,0.16,0.284,0.107,0.415,0.216,0.142,0.301,0.16,0.107,0.275,76.989,0.383,0.218,0.107,0.16,0.16,0.178,48.051,78.59,0.478,0.214,0.163,0.434,23.065,99.626,23.545,0.099,69.14,0.232,80.886,0.237,23.278,50.24,52.536,49.6,26.695,24.506,0.198,47.678,79.231,72.611,51.308,23.545,0.137,71.276,51.789,68.5,0.26,0.641,50.24,23.385,49.119,73.572,24.826,24.506,77.416,26.215,74.8,78.644,48.318,51.041,79.231,27.069,49.119,0.252,72.611,68.5,24.293,47.037
Negative_810,0,0.409,0.333,0.15,0.401,0.213,0.096,0.292,0.292,0.292,0.292,0.196,0.292,0.31,0.213,0.278,0.103,0.292,0.377,0.226,0.292,0.468,0.877,0.155,1.17,0.822,0.278,0.249,0.877,0.258,0.877,0.015,0.272,0.585,0.585,0.278,0.877,0.36,0.194,0.17,0.307,0.585,0.877,0.319,66.959,0.322,0.238,9.942,2.339,0.585,0.167,40.351,76.023,0.444,0.585,0.126,0.418,21.93,98.246,25.146,0.082,73.684,0.249,68.421,0.176,28.363,41.228,45.322,50.0,29.24,22.222,0.196,49.415,76.023,67.544,45.322,23.977,0.135,77.485,47.953,74.269,0.296,6.14,41.228,27.193,52.632,75.731,26.316,22.222,72.807,20.175,77.193,73.977,52.339,46.491,76.023,17.544,52.632,0.267,67.544,75.731,30.117,50.585
Positive_1072,1,0.403,0.322,0.154,0.363,0.22,0.11,0.097,0.097,0.097,0.097,0.188,0.097,0.318,0.22,0.226,0.145,0.097,0.377,0.209,0.097,0.452,0.29,0.182,0.676,0.794,0.283,0.266,0.483,0.255,0.29,0.023,0.259,0.193,0.193,0.283,0.483,0.383,0.221,0.151,0.296,0.193,0.29,0.328,69.372,0.354,0.226,0.483,0.193,0.193,0.174,47.053,71.884,0.491,0.193,0.139,0.423,19.807,99.71,29.469,0.096,79.614,0.259,70.338,0.19,30.048,52.657,49.082,49.372,22.415,27.053,0.188,54.493,72.85,81.739,44.638,26.087,0.12,75.652,45.507,79.614,0.28,0.29,52.657,29.275,54.396,76.232,22.705,27.053,72.367,26.28,77.005,71.498,50.725,48.406,72.85,23.092,51.594,0.264,81.739,78.841,25.894,53.527
Negative_174,0,0.466,0.396,0.137,0.437,0.212,0.131,0.18,0.18,0.18,0.18,0.13,0.18,0.201,0.212,0.308,0.148,0.18,0.322,0.164,0.18,0.439,0.899,0.175,1.439,0.781,0.291,0.193,0.36,0.195,0.899,0.016,0.39,1.079,0.36,0.291,1.079,0.297,0.319,0.124,0.308,0.36,0.899,0.349,58.453,0.272,0.245,3.058,0.36,0.36,0.234,44.964,73.201,0.401,2.518,0.137,0.408,25.0,97.302,17.086,0.088,63.129,0.223,81.475,0.173,20.144,47.122,73.741,59.173,32.014,22.302,0.247,41.367,79.676,65.288,59.353,20.683,0.182,66.547,52.878,58.633,0.317,0.899,47.122,15.288,46.942,71.403,26.439,22.302,78.597,27.338,72.842,77.878,47.842,48.741,79.676,26.619,44.784,0.24,65.288,55.935,20.324,38.489
Negative_1096,0,0.457,0.378,0.144,0.421,0.196,0.111,0.071,0.071,0.071,0.071,0.159,0.071,0.266,0.196,0.288,0.127,0.071,0.347,0.187,0.071,0.432,0.425,0.167,0.283,0.804,0.277,0.216,0.283,0.224,0.425,0.016,0.332,0.142,0.142,0.277,0.283,0.322,0.262,0.168,0.299,0.142,0.425,0.373,71.864,0.302,0.277,0.425,0.213,0.142,0.213,41.035,75.478,0.435,0.142,0.133,0.401,17.293,99.858,20.907,0.084,76.258,0.253,68.037,0.176,21.97,53.863,44.578,45.854,28.703,20.411,0.213,53.083,71.864,77.534,49.61,23.033,0.148,76.258,49.61,75.833,0.33,0.78,53.863,21.403,54.642,76.187,27.286,20.411,72.006,27.427,73.919,74.841,48.405,51.382,72.36,28.065,48.76,0.278,77.534,76.116,24.592,52.445
Positive_697,1,0.377,0.316,0.193,0.368,0.244,0.091,0.106,0.106,0.106,0.106,0.188,0.106,0.304,0.244,0.276,0.149,0.106,0.378,0.226,0.106,0.46,0.531,0.153,4.251,0.801,0.292,0.252,0.425,0.228,0.531,0.019,0.286,0.213,0.213,0.292,0.956,0.373,0.222,0.163,0.311,0.213,0.531,0.295,70.563,0.34,0.229,7.12,0.319,0.213,0.168,48.565,75.133,0.431,0.213,0.168,0.41,25.717,96.812,26.355,0.107,74.495,0.24,79.915,0.216,29.649,49.416,47.503,45.058,24.973,28.055,0.199,52.497,80.34,70.457,48.353,23.167,0.16,71.52,45.59,71.838,0.272,0.531,49.416,26.567,53.56,74.814,19.447,28.055,75.027,22.954,76.727,75.452,51.86,50.159,80.659,18.066,50.691,0.244,70.457,72.901,23.592,53.348
Positive_551,1,0.455,0.399,0.145,0.44,0.236,0.089,0.181,0.181,0.181,0.181,0.149,0.181,0.295,0.236,0.259,0.192,0.181,0.31,0.174,0.181,0.353,0.543,0.143,0.362,0.804,0.284,0.211,1.268,0.25,0.543,0.024,0.333,1.087,0.362,0.284,1.268,0.31,0.25,0.2,0.292,0.362,0.543,0.411,77.174,0.275,0.254,0.543,0.543,0.362,0.227,44.565,73.37,0.457,0.362,0.162,0.371,21.196,99.638,26.449,0.107,76.993,0.256,77.717,0.158,29.529,46.196,47.283,47.101,25.725,26.449,0.245,52.355,78.261,77.174,46.92,23.37,0.143,73.913,47.101,76.812,0.294,0.906,46.196,25.362,52.717,74.275,22.464,26.449,74.094,22.283,77.536,71.92,56.341,49.457,78.261,17.754,56.341,0.278,77.174,76.812,29.529,53.442
Positive_317,1,0.376,0.28,0.18,0.326,0.251,0.134,0.174,0.174,0.174,0.174,0.237,0.174,0.296,0.251,0.211,0.157,0.174,0.373,0.281,0.174,0.446,0.348,0.19,0.523,0.739,0.361,0.244,0.697,0.312,0.348,0.04,0.282,0.697,0.523,0.361,0.697,0.341,0.248,0.178,0.378,0.523,0.348,0.303,78.223,0.314,0.18,2.439,1.22,0.523,0.202,49.826,77.352,0.429,0.523,0.192,0.422,23.693,98.606,22.997,0.127,66.376,0.185,71.254,0.22,19.686,56.098,48.432,51.22,22.3,28.92,0.229,46.167,77.352,83.449,48.955,25.784,0.154,73.345,52.613,72.648,0.258,0.348,56.098,19.861,44.077,74.216,24.216,28.92,73.345,28.571,75.958,70.383,48.432,54.53,78.746,30.139,46.864,0.197,83.449,69.338,19.861,44.077
Positive_451,1,0.362,0.28,0.192,0.331,0.252,0.116,0.304,0.304,0.304,0.304,0.18,0.304,0.313,0.252,0.31,0.143,0.304,0.386,0.223,0.304,0.471,0.608,0.18,1.52,0.775,0.325,0.244,0.912,0.189,0.608,0.034,0.292,1.52,0.608,0.325,1.216,0.371,0.247,0.174,0.35,0.912,0.608,0.277,87.842,0.343,0.253,0.608,0.608,0.912,0.216,68.693,76.9,0.365,0.608,0.137,0.395,34.954,99.088,20.973,0.109,76.596,0.216,74.164,0.229,28.267,51.064,58.055,49.24,23.1,25.836,0.241,46.505,83.283,82.371,51.672,19.149,0.232,71.125,51.672,70.517,0.259,8.207,51.064,20.669,54.407,70.821,25.532,25.836,70.821,28.571,72.644,74.164,44.681,45.289,82.979,26.14,46.809,0.253,82.371,71.125,20.365,46.505
Negative_350,0,0.44,0.38,0.131,0.42,0.215,0.074,0.247,0.247,0.247,0.247,0.181,0.247,0.23,0.215,0.247,0.156,0.247,0.346,0.2,0.247,0.447,0.494,0.139,0.988,0.822,0.237,0.188,0.494,0.252,0.494,0.01,0.272,0.988,1.235,0.237,0.494,0.365,0.243,0.134,0.254,1.235,0.494,0.338,69.136,0.343,0.213,0.494,1.235,1.235,0.198,49.63,74.321,0.516,1.975,0.161,0.499,20.494,96.79,22.222,0.104,68.148,0.277,71.605,0.176,30.123,55.309,46.914,53.827,28.395,25.926,0.193,48.642,74.321,77.037,45.185,19.259,0.121,70.123,48.395,72.099,0.29,0.741,55.309,20.988,49.383,75.309,29.136,25.926,78.272,32.099,72.346,76.543,48.642,46.914,75.556,22.716,50.123,0.282,77.037,69.63,25.185,46.42
Negative_964,0,0.372,0.295,0.18,0.359,0.209,0.068,0.427,0.427,0.427,0.427,0.206,0.427,0.325,0.209,0.278,0.12,0.427,0.419,0.258,0.427,0.491,0.855,0.12,7.692,0.859,0.269,0.262,1.282,0.245,0.855,0.004,0.286,1.709,0.855,0.269,2.137,0.41,0.172,0.176,0.295,1.282,0.855,0.299,53.419,0.372,0.296,0.855,0.855,1.282,0.167,45.299,70.94,0.453,0.855,0.116,0.389,38.889,100.0,26.068,0.073,79.915,0.219,83.761,0.193,25.214,47.863,54.701,46.581,31.197,27.35,0.193,56.41,76.068,71.368,35.47,23.077,0.155,69.658,30.769,75.641,0.262,15.385,47.863,25.641,56.838,75.214,15.812,27.35,76.496,15.812,75.214,67.094,60.256,46.154,73.077,13.675,56.838,0.279,71.368,74.359,29.915,55.983
Positive_231,1,0.41,0.336,0.167,0.376,0.223,0.129,0.181,0.181,0.181,0.181,0.198,0.181,0.27,0.223,0.243,0.129,0.181,0.367,0.231,0.181,0.445,0.726,0.187,0.907,0.753,0.314,0.236,0.363,0.275,0.726,0.038,0.279,1.452,0.363,0.314,0.726,0.325,0.251,0.145,0.339,0.363,0.726,0.332,70.599,0.31,0.191,0.726,0.363,0.363,0.211,38.294,75.681,0.443,0.544,0.182,0.45,17.786,99.637,30.49,0.118,77.132,0.207,70.417,0.202,30.309,48.82,50.998,41.379,23.775,20.327,0.211,56.987,72.777,74.229,46.642,28.131,0.135,76.407,42.831,78.221,0.315,3.267,48.82,30.309,54.991,76.588,18.149,20.327,68.24,14.156,76.044,68.058,55.172,52.269,73.684,19.419,52.087,0.218,74.229,78.221,27.042,57.169
Positive_400,1,0.418,0.376,0.177,0.4,0.242,0.127,0.606,0.606,0.606,0.606,0.213,0.606,0.236,0.242,0.182,0.195,0.606,0.339,0.22,0.606,0.376,2.424,0.189,6.667,0.727,0.309,0.293,1.818,0.36,2.424,0.055,0.176,1.212,1.212,0.309,1.818,0.309,0.232,0.085,0.315,1.212,2.424,0.382,75.758,0.291,0.159,4.242,2.424,1.212,0.22,44.242,78.182,0.509,1.212,0.213,0.588,26.061,98.788,21.212,0.145,68.485,0.238,70.303,0.189,21.212,52.121,44.848,41.212,21.818,30.909,0.226,43.636,73.939,68.485,51.515,24.848,0.079,72.727,54.545,70.909,0.299,4.848,52.121,21.212,43.03,73.939,18.182,30.909,62.424,23.636,71.515,76.97,42.424,55.758,73.939,26.667,43.636,0.232,68.485,70.909,20.0,43.636
Positive_1062,1,0.355,0.275,0.198,0.347,0.249,0.096,0.131,0.131,0.131,0.131,0.194,0.131,0.334,0.249,0.276,0.155,0.131,0.397,0.233,0.131,0.475,0.262,0.143,1.309,0.814,0.276,0.253,0.393,0.224,0.262,0.017,0.258,0.524,0.393,0.276,0.785,0.424,0.216,0.164,0.301,0.393,0.262,0.276,79.712,0.377,0.249,0.654,0.393,0.393,0.168,44.241,74.607,0.448,0.524,0.145,0.408,26.309,99.215,26.832,0.09,77.356,0.27,62.042,0.229,25.785,53.01,46.728,43.063,20.55,27.618,0.178,55.89,75.262,76.178,47.775,26.832,0.148,75.785,47.775,76.309,0.286,0.262,53.01,25.785,56.675,75.393,21.728,27.618,69.372,21.466,76.309,73.429,48.691,48.429,73.953,23.429,49.084,0.291,76.178,76.309,23.037,55.89
Negative_945,0,0.447,0.362,0.137,0.407,0.231,0.099,0.248,0.248,0.248,0.248,0.187,0.248,0.278,0.231,0.273,0.159,0.248,0.323,0.216,0.248,0.407,1.737,0.154,1.489,0.804,0.261,0.244,1.737,0.236,1.737,0.025,0.283,0.496,0.496,0.261,1.737,0.35,0.241,0.169,0.288,0.496,1.737,0.362,71.464,0.333,0.254,2.73,0.744,0.496,0.201,52.109,74.69,0.467,0.496,0.149,0.439,21.836,97.519,27.047,0.097,77.667,0.264,69.231,0.177,28.536,54.591,47.891,47.891,30.521,24.814,0.201,51.861,71.464,75.931,51.117,23.325,0.152,74.194,49.38,74.69,0.311,3.722,54.591,25.558,55.087,75.682,26.055,24.814,71.96,23.821,73.945,76.675,42.928,48.139,75.186,20.099,46.154,0.274,75.931,74.69,24.566,51.861
Negative_928,0,0.449,0.386,0.142,0.449,0.232,0.096,0.161,0.161,0.161,0.161,0.159,0.161,0.22,0.232,0.273,0.129,0.161,0.32,0.193,0.161,0.416,0.482,0.134,1.447,0.788,0.27,0.213,0.482,0.238,0.482,0.024,0.317,1.447,0.322,0.27,0.482,0.317,0.28,0.119,0.297,0.322,0.482,0.352,85.048,0.281,0.272,0.482,0.322,0.322,0.216,57.395,73.955,0.457,0.322,0.179,0.463,19.293,98.875,25.241,0.116,70.096,0.222,63.987,0.195,24.116,51.286,33.601,61.736,12.54,25.563,0.221,43.248,73.955,79.904,57.878,28.135,0.142,72.026,63.666,63.023,0.293,0.643,51.286,24.116,44.373,74.598,30.547,25.563,78.939,26.527,67.846,79.1,39.068,46.785,72.347,30.707,43.408,0.25,79.904,63.023,22.508,42.283
Negative_1043,0,0.311,0.238,0.248,0.34,0.282,0.067,0.291,0.291,0.291,0.291,0.146,0.291,0.39,0.282,0.262,0.152,0.291,0.407,0.224,0.291,0.488,0.581,0.117,0.872,0.869,0.201,0.329,1.163,0.175,0.581,0.003,0.192,0.872,0.581,0.201,1.163,0.506,0.184,0.137,0.256,2.907,0.581,0.23,84.884,0.459,0.297,0.581,0.581,3.488,0.128,46.802,78.198,0.538,0.581,0.108,0.419,18.605,100.0,22.674,0.064,70.93,0.216,70.058,0.294,24.709,49.419,45.058,51.163,27.035,24.128,0.137,48.547,84.012,74.128,54.36,21.512,0.108,72.965,54.651,71.512,0.181,7.558,49.419,21.512,50.872,74.419,30.233,24.128,78.779,24.128,75.581,75.872,49.128,46.802,84.012,24.419,48.837,0.306,74.128,71.512,25.291,48.547
Positive_563,1,0.398,0.33,0.188,0.391,0.211,0.114,0.166,0.166,0.166,0.166,0.204,0.166,0.269,0.211,0.217,0.135,0.166,0.391,0.246,0.166,0.444,0.663,0.179,0.332,0.799,0.318,0.238,0.332,0.311,0.663,0.023,0.269,0.332,0.995,0.318,0.332,0.328,0.233,0.189,0.342,0.995,0.663,0.345,68.325,0.29,0.203,3.648,1.658,0.995,0.199,51.575,73.798,0.464,0.995,0.14,0.463,35.489,98.342,23.383,0.086,76.119,0.243,81.426,0.208,23.383,49.254,53.897,51.078,25.041,22.554,0.238,48.425,80.1,73.3,48.093,23.383,0.131,73.632,44.61,74.959,0.307,0.663,49.254,22.886,48.425,73.964,22.72,22.554,74.461,21.559,76.617,73.964,53.4,50.249,79.934,23.051,51.244,0.248,73.3,75.788,27.695,50.083
Positive_86,1,0.447,0.37,0.129,0.419,0.209,0.122,0.088,0.088,0.088,0.088,0.154,0.088,0.239,0.209,0.287,0.138,0.088,0.344,0.185,0.088,0.436,0.526,0.165,0.263,0.78,0.292,0.204,0.263,0.213,0.526,0.023,0.317,0.175,0.175,0.292,0.263,0.311,0.269,0.159,0.319,0.175,0.526,0.356,77.125,0.289,0.245,0.526,0.351,0.175,0.207,44.347,76.512,0.421,0.175,0.137,0.443,25.241,99.912,20.684,0.098,73.97,0.23,85.802,0.161,28.659,58.195,63.19,49.167,35.846,27.082,0.222,50.307,83.786,76.95,45.837,17.266,0.163,72.217,43.646,73.181,0.296,0.789,58.195,19.807,54.163,72.656,27.783,27.082,71.779,31.025,78.265,69.325,55.127,47.853,83.26,22.787,51.797,0.243,76.95,73.181,24.102,47.502
Negative_521,0,0.5,0.455,0.09,0.494,0.199,0.083,0.641,0.641,0.641,0.641,0.11,0.641,0.218,0.199,0.359,0.135,0.641,0.301,0.129,0.641,0.487,1.923,0.129,1.282,0.821,0.231,0.161,1.282,0.168,3.205,0.0,0.327,1.282,1.282,0.231,8.333,0.288,0.348,0.129,0.256,1.923,3.205,0.314,44.231,0.276,0.329,21.795,2.564,2.564,0.219,38.462,73.077,0.41,2.564,0.116,0.455,18.59,92.308,26.282,0.096,67.308,0.206,72.436,0.161,15.385,39.103,65.385,39.744,27.564,18.59,0.213,57.051,71.795,54.487,36.538,29.487,0.155,75.641,36.538,69.872,0.29,3.205,39.103,24.359,49.359,76.923,19.872,18.59,74.359,14.103,73.718,75.641,58.333,50.641,71.795,19.231,55.769,0.213,54.487,69.872,27.564,57.051
Positive_671,1,0.415,0.354,0.196,0.409,0.262,0.085,0.61,0.61,0.61,0.61,0.196,0.61,0.274,0.262,0.25,0.16,0.61,0.323,0.239,0.61,0.366,2.439,0.147,1.22,0.793,0.293,0.202,1.22,0.227,2.439,0.025,0.256,1.22,3.659,0.293,1.22,0.329,0.227,0.153,0.317,3.659,2.439,0.372,88.415,0.299,0.227,15.244,6.098,3.659,0.16,69.512,81.707,0.457,3.659,0.16,0.47,15.854,98.78,34.756,0.122,73.78,0.16,67.073,0.215,38.415,57.927,59.756,40.244,30.488,25.0,0.202,54.878,82.927,84.756,28.659,17.683,0.172,71.341,28.659,73.78,0.16,2.439,57.927,31.707,49.39,71.341,23.78,25.0,64.634,28.049,75.61,67.073,56.707,51.829,84.756,17.683,56.707,0.19,84.756,73.78,35.976,52.439
Negative_721,0,0.477,0.353,0.114,0.387,0.181,0.14,0.203,0.203,0.203,0.203,0.183,0.203,0.268,0.181,0.268,0.122,0.203,0.343,0.203,0.203,0.485,2.84,0.205,0.406,0.777,0.282,0.217,0.406,0.238,4.26,0.022,0.3,0.406,0.609,0.282,0.406,0.339,0.278,0.152,0.308,0.609,4.26,0.335,75.862,0.331,0.242,4.26,1.623,0.609,0.201,54.564,75.862,0.45,0.609,0.114,0.432,31.44,95.335,18.256,0.083,66.937,0.238,72.211,0.167,19.675,48.884,47.465,52.941,26.572,19.067,0.193,41.988,75.051,72.008,51.521,21.704,0.138,74.442,52.535,70.183,0.329,9.533,48.884,18.053,41.582,74.645,23.327,19.067,80.527,24.341,75.051,78.905,45.842,51.318,75.051,29.817,47.059,0.254,72.008,72.617,23.529,41.988
Positive_158,1,0.391,0.3,0.178,0.358,0.222,0.128,0.412,0.412,0.412,0.412,0.215,0.412,0.325,0.222,0.263,0.14,0.412,0.387,0.252,0.412,0.461,0.823,0.219,2.058,0.79,0.288,0.24,0.823,0.273,0.823,0.021,0.272,1.646,1.646,0.288,0.823,0.383,0.202,0.207,0.317,1.235,0.823,0.317,48.56,0.354,0.24,0.823,2.881,1.646,0.186,42.387,67.901,0.449,1.646,0.136,0.403,20.988,95.473,22.634,0.082,80.247,0.223,65.021,0.211,30.864,43.621,39.095,51.852,24.28,20.988,0.215,50.617,65.021,69.547,53.498,22.634,0.157,75.309,56.79,74.897,0.26,7.407,43.621,25.926,57.202,77.778,23.868,20.988,76.955,30.453,71.605,79.012,50.206,44.856,65.432,26.749,49.794,0.252,69.547,75.309,23.457,52.675
Positive_931,1,0.417,0.375,0.183,0.426,0.269,0.078,0.181,0.181,0.181,0.181,0.165,0.181,0.327,0.269,0.345,0.19,0.181,0.314,0.188,0.181,0.392,0.903,0.13,0.361,0.805,0.262,0.224,0.361,0.19,0.903,0.022,0.289,0.361,0.542,0.262,0.361,0.348,0.224,0.184,0.276,0.542,0.903,0.339,74.368,0.312,0.298,5.776,0.542,0.542,0.195,46.029,71.661,0.394,0.542,0.177,0.384,24.368,99.458,21.48,0.117,66.245,0.257,65.162,0.212,24.007,46.029,35.921,55.054,15.884,24.91,0.208,44.404,70.217,70.036,55.776,21.119,0.183,72.202,58.484,61.733,0.259,0.903,46.029,21.119,47.473,75.812,25.271,24.91,78.52,31.227,69.314,80.144,47.112,50.903,70.578,32.491,47.834,0.266,70.036,61.372,21.48,44.404
Negative_1069,0,0.493,0.401,0.156,0.444,0.261,0.07,0.704,0.704,0.704,0.704,0.177,0.704,0.261,0.261,0.345,0.177,0.704,0.246,0.206,0.704,0.401,2.113,0.121,2.817,0.817,0.211,0.22,2.817,0.22,2.113,0.007,0.345,1.408,1.408,0.211,2.817,0.359,0.255,0.156,0.239,1.408,2.113,0.338,64.789,0.345,0.333,9.155,1.408,1.408,0.191,33.099,74.648,0.444,1.408,0.22,0.394,20.423,97.887,19.718,0.113,83.099,0.277,69.718,0.234,19.014,35.211,46.479,46.479,11.268,14.789,0.206,52.113,64.789,67.606,54.225,26.056,0.163,80.282,54.225,80.282,0.234,2.113,35.211,26.056,52.817,76.056,29.577,14.789,63.38,23.944,72.535,73.239,52.817,47.183,66.197,28.873,52.113,0.298,67.606,78.873,28.169,52.113
Negative_117,0,0.448,0.377,0.166,0.448,0.234,0.084,0.159,0.159,0.159,0.159,0.158,0.159,0.264,0.234,0.299,0.14,0.159,0.318,0.207,0.159,0.447,0.477,0.139,0.636,0.835,0.227,0.226,0.318,0.225,0.477,0.011,0.32,0.795,0.318,0.227,1.272,0.359,0.269,0.161,0.264,0.318,0.477,0.32,68.839,0.324,0.283,2.862,0.318,0.318,0.201,40.541,75.358,0.474,0.795,0.139,0.417,16.693,98.251,23.847,0.081,75.994,0.258,73.291,0.218,27.663,54.849,46.264,44.038,32.75,27.663,0.218,51.51,73.768,76.312,45.787,20.827,0.151,72.337,46.9,75.04,0.315,0.477,54.849,22.576,52.782,75.994,26.391,27.663,69.634,29.571,74.563,74.404,51.669,50.715,74.404,25.119,49.444,0.285,76.312,73.609,23.052,48.649
